,country,date,UNEMP_rate
802,KOR,1999-04-01,7.033333
803,USA,1999-04-01,4.266667
804,CAN,1999-07-01,7.5
805,DEU,1999-07-01,8.466666
806,FRA,1999-07-01,11.13333
807,GBR,1999-07-01,5.9
808,ITA,1999-07-01,10.93333
809,JPN,1999-07-01,4.7
810,KOR,1999-07-01,6.366667
811,USA,1999-07-01,4.233333
812,CAN,1999-10-01,6.966667
813,DEU,1999-10-01,8.3
814,FRA,1999-10-01,10.66667
815,GBR,1999-10-01,5.8
816,ITA,1999-10-01,10.66667
817,JPN,1999-10-01,4.633333
818,KOR,1999-10-01,5.266667
819,USA,1999-10-01,4.066667
820,CAN,2000-01-01,6.866667
821,DEU,2000-01-01,8.133333
822,FRA,2000-01-01,10.23333
823,GBR,2000-01-01,5.8
824,ITA,2000-01-01,10.56667
825,JPN,2000-01-01,4.833333
826,KOR,2000-01-01,4.766667
827,USA,2000-01-01,4.033333
828,CAN,2000-04-01,6.666667
829,DEU,2000-04-01,8.0
830,FRA,2000-04-01,9.7
831,GBR,2000-04-01,5.5
832,ITA,2000-04-01,10.26667
833,JPN,2000-04-01,4.7
834,KOR,2000-04-01,4.333333
835,USA,2000-04-01,3.933333
836,CAN,2000-07-01,6.9
837,DEU,2000-07-01,7.9
838,FRA,2000-07-01,9.266666
839,GBR,2000-07-01,5.3
840,ITA,2000-07-01,9.966666
841,JPN,2000-07-01,4.666667
842,KOR,2000-07-01,4.233333
843,USA,2000-07-01,4.0
844,CAN,2000-10-01,6.9
845,DEU,2000-10-01,7.766667
846,FRA,2000-10-01,8.9
847,GBR,2000-10-01,5.2
848,ITA,2000-10-01,9.6
849,JPN,2000-10-01,4.733333
850,KOR,2000-10-01,4.2
851,USA,2000-10-01,3.9
852,CAN,2001-01-01,7.0
853,DEU,2001-01-01,7.666667
854,FRA,2001-01-01,8.7
855,GBR,2001-01-01,5.1
856,ITA,2001-01-01,9.366667
857,JPN,2001-01-01,4.766667
858,KOR,2001-01-01,4.533333
859,USA,2001-01-01,4.233333
860,CAN,2001-04-01,7.1
861,DEU,2001-04-01,7.666667
862,FRA,2001-04-01,8.733334
863,GBR,2001-04-01,5.0
864,ITA,2001-04-01,9.133333
865,JPN,2001-04-01,4.9
866,KOR,2001-04-01,3.933333
867,USA,2001-04-01,4.4
868,CAN,2001-07-01,7.166667
869,DEU,2001-07-01,7.833333
870,FRA,2001-07-01,8.8
871,GBR,2001-07-01,5.1
872,ITA,2001-07-01,9.033334
873,JPN,2001-07-01,5.133333
874,KOR,2001-07-01,3.733333
875,USA,2001-07-01,4.833333
876,CAN,2001-10-01,7.633333
877,DEU,2001-10-01,8.033334
878,FRA,2001-10-01,8.8
879,GBR,2001-10-01,5.2
880,ITA,2001-10-01,8.866667
881,JPN,2001-10-01,5.366667
882,KOR,2001-10-01,3.7
883,USA,2001-10-01,5.5
884,CAN,2002-01-01,7.933333
885,DEU,2002-01-01,8.166667
886,FRA,2002-01-01,8.766666
887,GBR,2002-01-01,5.2
888,ITA,2002-01-01,8.533334
889,JPN,2002-01-01,5.266667
890,KOR,2002-01-01,3.466667
891,USA,2002-01-01,5.7
892,CAN,2002-04-01,7.7
893,DEU,2002-04-01,8.4
894,FRA,2002-04-01,8.633333
895,GBR,2002-04-01,5.2
896,ITA,2002-04-01,8.833333
897,JPN,2002-04-01,5.4
898,KOR,2002-04-01,3.266667
899,USA,2002-04-01,5.833333
900,CAN,2002-07-01,7.533333
901,DEU,2002-07-01,8.733334
902,FRA,2002-07-01,8.6
903,GBR,2002-07-01,5.3
904,ITA,2002-07-01,8.6
905,JPN,2002-07-01,5.433333
906,KOR,2002-07-01,3.133333
907,USA,2002-07-01,5.733333
908,CAN,2002-10-01,7.566667
909,DEU,2002-10-01,9.1
910,FRA,2002-10-01,8.566667
911,GBR,2002-10-01,5.1
912,ITA,2002-10-01,8.466666
913,JPN,2002-10-01,5.333333
914,KOR,2002-10-01,3.1
915,USA,2002-10-01,5.866667
916,CAN,2003-01-01,7.466667
917,DEU,2003-01-01,9.5
918,FRA,2003-01-01,8.3
919,GBR,2003-01-01,5.2
920,ITA,2003-01-01,8.733334
921,JPN,2003-01-01,5.333333
922,KOR,2003-01-01,3.266667
923,USA,2003-01-01,5.866667
924,CAN,2003-04-01,7.666667
925,DEU,2003-04-01,9.733334
926,FRA,2003-04-01,8.5
927,GBR,2003-04-01,4.9
928,ITA,2003-04-01,8.466666
929,JPN,2003-04-01,5.433333
930,KOR,2003-04-01,3.533333
931,USA,2003-04-01,6.133333
932,CAN,2003-07-01,7.8
933,DEU,2003-07-01,9.8
934,FRA,2003-07-01,8.466666
935,GBR,2003-07-01,5.0
936,ITA,2003-07-01,8.4
937,JPN,2003-07-01,5.166667
938,KOR,2003-07-01,3.666667
939,USA,2003-07-01,6.133333
940,CAN,2003-10-01,7.433333
941,DEU,2003-10-01,9.8
942,FRA,2003-10-01,8.833333
943,GBR,2003-10-01,4.9
944,ITA,2003-10-01,8.2
945,JPN,2003-10-01,5.033333
946,KOR,2003-10-01,3.8
947,USA,2003-10-01,5.833333
948,CAN,2004-01-01,7.3
949,DEU,2004-01-01,10.06667
950,FRA,2004-01-01,8.9
951,GBR,2004-01-01,4.8
952,ITA,2004-01-01,8.2
953,JPN,2004-01-01,4.9
954,KOR,2004-01-01,3.5
955,USA,2004-01-01,5.7
956,CAN,2004-04-01,7.166667
957,DEU,2004-04-01,10.3
958,FRA,2004-04-01,8.8
959,GBR,2004-04-01,4.8
960,ITA,2004-04-01,8.033334
961,JPN,2004-04-01,4.733333
962,KOR,2004-04-01,3.6
963,USA,2004-04-01,5.6
964,CAN,2004-07-01,7.0
965,DEU,2004-07-01,10.36667
966,FRA,2004-07-01,8.833333
967,GBR,2004-07-01,4.7
968,ITA,2004-07-01,7.833333
969,JPN,2004-07-01,4.766667
970,KOR,2004-07-01,3.733333
971,USA,2004-07-01,5.433333
972,CAN,2004-10-01,7.133333
973,DEU,2004-10-01,10.6
974,FRA,2004-10-01,8.933333
975,GBR,2004-10-01,4.7
976,ITA,2004-10-01,8.0
977,JPN,2004-10-01,4.533333
978,KOR,2004-10-01,3.766667
979,USA,2004-10-01,5.433333
980,CAN,2005-01-01,6.933333
981,DEU,2005-01-01,10.83333
982,FRA,2005-01-01,8.633333
983,GBR,2005-01-01,4.7
984,ITA,2005-01-01,7.9
985,JPN,2005-01-01,4.533333
986,KOR,2005-01-01,3.666667
987,USA,2005-01-01,5.3
988,CAN,2005-04-01,6.833333
989,DEU,2005-04-01,11.2
990,FRA,2005-04-01,8.8
991,GBR,2005-04-01,4.8
992,ITA,2005-04-01,7.766667
993,JPN,2005-04-01,4.433333
994,KOR,2005-04-01,3.733333
995,USA,2005-04-01,5.1
996,CAN,2005-07-01,6.7
997,DEU,2005-07-01,11.16667
998,FRA,2005-07-01,8.966666
999,GBR,2005-07-01,4.7
1000,ITA,2005-07-01,7.666667
1001,JPN,2005-07-01,4.3
1002,KOR,2005-07-01,3.833333
1003,USA,2005-07-01,4.966667
1004,CAN,2005-10-01,6.533333
1005,DEU,2005-10-01,10.86667
1006,FRA,2005-10-01,9.1
1007,GBR,2005-10-01,5.1
1008,ITA,2005-10-01,7.7
1009,JPN,2005-10-01,4.433333
1010,KOR,2005-10-01,3.7
1011,USA,2005-10-01,4.966667
1012,CAN,2006-01-01,6.6
1013,DEU,2006-01-01,10.53333
1014,FRA,2006-01-01,9.166667
1015,GBR,2006-01-01,5.2
1016,ITA,2006-01-01,7.333333
1017,JPN,2006-01-01,4.2
1018,KOR,2006-01-01,3.466667
1019,USA,2006-01-01,4.733333
1020,CAN,2006-04-01,6.333333
1021,DEU,2006-04-01,10.2
1022,FRA,2006-04-01,8.933333
1023,GBR,2006-04-01,5.5
1024,ITA,2006-04-01,6.933333
1025,JPN,2006-04-01,4.133333
1026,KOR,2006-04-01,3.466667
1027,USA,2006-04-01,4.633333
1028,CAN,2006-07-01,6.5
1029,DEU,2006-07-01,9.9
1030,FRA,2006-07-01,8.9
1031,GBR,2006-07-01,5.5
1032,ITA,2006-07-01,6.666667
1033,JPN,2006-07-01,4.1
1034,KOR,2006-07-01,3.5
1035,USA,2006-07-01,4.633333
1036,CAN,2006-10-01,6.366667
1037,DEU,2006-10-01,9.566667
1038,FRA,2006-10-01,8.366667
1039,GBR,2006-10-01,5.5
1040,ITA,2006-10-01,6.533333
1041,JPN,2006-10-01,4.033333
1042,KOR,2006-10-01,3.5
1043,USA,2006-10-01,4.433333
1044,CAN,2007-01-01,6.333333
1045,DEU,2007-01-01,9.066667
1046,FRA,2007-01-01,8.466666
1047,GBR,2007-01-01,5.5
1048,ITA,2007-01-01,6.166667
1049,JPN,2007-01-01,4.0
1050,KOR,2007-01-01,3.2
1051,USA,2007-01-01,4.5
1052,CAN,2007-04-01,6.2
1053,DEU,2007-04-01,8.666667
1054,FRA,2007-04-01,8.1
1055,GBR,2007-04-01,5.4
1056,ITA,2007-04-01,5.966667
1057,JPN,2007-04-01,3.766667
1058,KOR,2007-04-01,3.3
1059,USA,2007-04-01,4.5
1060,CAN,2007-07-01,6.0
1061,DEU,2007-07-01,8.433333
1062,FRA,2007-07-01,8.0
1063,GBR,2007-07-01,5.3
1064,ITA,2007-07-01,6.233333
1065,JPN,2007-07-01,3.733333
1066,KOR,2007-07-01,3.3
1067,USA,2007-07-01,4.666667
1068,CAN,2007-10-01,6.1
1069,DEU,2007-10-01,8.2
1070,FRA,2007-10-01,7.5
1071,GBR,2007-10-01,5.2
1072,ITA,2007-10-01,6.433333
1073,JPN,2007-10-01,3.833333
1074,KOR,2007-10-01,3.266667
1075,USA,2007-10-01,4.8
1076,CAN,2008-01-01,6.133333
1077,DEU,2008-01-01,7.9
1078,FRA,2008-01-01,7.1
1079,GBR,2008-01-01,5.2
1080,ITA,2008-01-01,6.6
1081,JPN,2008-01-01,3.9
1082,KOR,2008-01-01,2.966667
1083,USA,2008-01-01,5.0
1084,CAN,2008-04-01,6.166667
1085,DEU,2008-04-01,7.566667
1086,FRA,2008-04-01,7.333333
1087,GBR,2008-04-01,5.4
1088,ITA,2008-04-01,6.866667
1089,JPN,2008-04-01,3.966667
1090,KOR,2008-04-01,3.133333
1091,USA,2008-04-01,5.333333
1092,CAN,2008-07-01,6.233333
1093,DEU,2008-07-01,7.133333
1094,FRA,2008-07-01,7.5
1095,GBR,2008-07-01,5.9
1096,ITA,2008-07-01,6.733333
1097,JPN,2008-07-01,4.0
1098,KOR,2008-07-01,3.233333
1099,USA,2008-07-01,6.0
1100,CAN,2008-10-01,6.7
1101,DEU,2008-10-01,7.0
1102,FRA,2008-10-01,7.8
1103,GBR,2008-10-01,6.4
1104,ITA,2008-10-01,6.966667
1105,JPN,2008-10-01,4.066667
1106,KOR,2008-10-01,3.366667
1107,USA,2008-10-01,6.866667
1108,CAN,2009-01-01,8.0
1109,DEU,2009-01-01,7.133333
1110,FRA,2009-01-01,8.6
1111,GBR,2009-01-01,7.1
1112,ITA,2009-01-01,7.466667
1113,JPN,2009-01-01,4.566667
1114,KOR,2009-01-01,3.4
1115,USA,2009-01-01,8.266666
1116,CAN,2009-04-01,8.633333
1117,DEU,2009-04-01,7.333333
1118,FRA,2009-04-01,9.166667
1119,GBR,2009-04-01,7.8
1120,ITA,2009-04-01,7.6
1121,JPN,2009-04-01,5.1
1122,KOR,2009-04-01,3.833333
1123,USA,2009-04-01,9.3
1124,CAN,2009-07-01,8.666667
1125,DEU,2009-07-01,7.366667
1126,FRA,2009-07-01,9.2
1127,GBR,2009-07-01,7.8
1128,ITA,2009-07-01,8.033334
1129,JPN,2009-07-01,5.433333
1130,KOR,2009-07-01,3.766667
1131,USA,2009-07-01,9.633333
1132,CAN,2009-10-01,8.6
1133,DEU,2009-10-01,7.133333
1134,FRA,2009-10-01,9.533334
1135,GBR,2009-10-01,7.8
1136,ITA,2009-10-01,8.4
1137,JPN,2009-10-01,5.2
1138,KOR,2009-10-01,3.633333
1139,USA,2009-10-01,9.933333
1140,CAN,2010-01-01,8.366667
1141,DEU,2010-01-01,6.966667
1142,FRA,2010-01-01,9.4
1143,GBR,2010-01-01,8.0
1144,ITA,2010-01-01,8.633333
1145,JPN,2010-01-01,5.033333
1146,KOR,2010-01-01,4.1
1147,USA,2010-01-01,9.833333
1148,CAN,2010-04-01,8.133333
1149,DEU,2010-04-01,6.666667
1150,FRA,2010-04-01,9.266666
1151,GBR,2010-04-01,7.9
1152,ITA,2010-04-01,8.633333
1153,JPN,2010-04-01,5.133333
1154,KOR,2010-04-01,3.433333
1155,USA,2010-04-01,9.633333
1156,CAN,2010-07-01,8.2
1157,DEU,2010-07-01,6.366667
1158,FRA,2010-07-01,9.2
1159,GBR,2010-07-01,7.8
1160,ITA,2010-07-01,8.366667
1161,JPN,2010-07-01,5.066667
1162,KOR,2010-07-01,3.7
1163,USA,2010-07-01,9.466666
1164,CAN,2010-10-01,7.933333
1165,DEU,2010-10-01,6.2
1166,FRA,2010-10-01,9.2
1167,GBR,2010-10-01,7.9
1168,ITA,2010-10-01,8.4
1169,JPN,2010-10-01,5.0
1170,KOR,2010-10-01,3.566667
1171,USA,2010-10-01,9.5
1172,CAN,2011-01-01,7.8
1173,DEU,2011-01-01,5.866667
1174,FRA,2011-01-01,9.166667
1175,GBR,2011-01-01,7.8
1176,ITA,2011-01-01,8.133333
1177,JPN,2011-01-01,4.733333
1178,KOR,2011-01-01,3.666667
1179,USA,2011-01-01,9.033334
1180,CAN,2011-04-01,7.733333
1181,DEU,2011-04-01,5.566667
1182,FRA,2011-04-01,9.133333
1183,GBR,2011-04-01,7.9
1184,ITA,2011-04-01,8.166667
1185,JPN,2011-04-01,4.666667
1186,KOR,2011-04-01,3.333333
1187,USA,2011-04-01,9.066667
1188,CAN,2011-07-01,7.433333
1189,DEU,2011-07-01,5.433333
1190,FRA,2011-07-01,9.2
1191,GBR,2011-07-01,8.3
1192,ITA,2011-07-01,8.633333
1193,JPN,2011-07-01,4.466667
1194,KOR,2011-07-01,3.3
1195,USA,2011-07-01,9.0
1196,CAN,2011-10-01,7.533333
1197,DEU,2011-10-01,5.233333
1198,FRA,2011-10-01,9.366667
1199,GBR,2011-10-01,8.4
1200,ITA,2011-10-01,9.366667
1201,JPN,2011-10-01,4.466667
1202,KOR,2011-10-01,3.233333
1203,USA,2011-10-01,8.633333
1204,CAN,2012-01-01,7.566667
1205,DEU,2012-01-01,5.1
1206,FRA,2012-01-01,9.5
1207,GBR,2012-01-01,8.2
1208,ITA,2012-01-01,10.2
1209,JPN,2012-01-01,4.5
1210,KOR,2012-01-01,3.3
1211,USA,2012-01-01,8.266666
1212,CAN,2012-04-01,7.466667
1213,DEU,2012-04-01,5.1
1214,FRA,2012-04-01,9.666667
1215,GBR,2012-04-01,8.0
1216,ITA,2012-04-01,10.73333
1217,JPN,2012-04-01,4.4
1218,KOR,2012-04-01,3.2
1219,USA,2012-04-01,8.2
1220,CAN,2012-07-01,7.366667
1221,DEU,2012-07-01,5.033333
1222,FRA,2012-07-01,9.733334
1223,GBR,2012-07-01,7.8
1224,ITA,2012-07-01,11.03333
1225,JPN,2012-07-01,4.233333
1226,KOR,2012-07-01,3.166667
1227,USA,2012-07-01,8.033334
1228,CAN,2012-10-01,7.366667
1229,DEU,2012-10-01,5.0
1230,FRA,2012-10-01,10.16667
1231,GBR,2012-10-01,7.8
1232,ITA,2012-10-01,11.6
1233,JPN,2012-10-01,4.166667
1234,KOR,2012-10-01,3.133333
1235,USA,2012-10-01,7.8
1236,CAN,2013-01-01,7.166667
1237,DEU,2013-01-01,5.066667
1238,FRA,2013-01-01,10.4
1239,GBR,2013-01-01,7.8
1240,ITA,2013-01-01,12.1
1241,JPN,2013-01-01,4.2
1242,KOR,2013-01-01,3.133333
1243,USA,2013-01-01,7.733333
1244,CAN,2013-04-01,7.166667
1245,DEU,2013-04-01,4.966667
1246,FRA,2013-04-01,10.43333
1247,GBR,2013-04-01,7.7
1248,ITA,2013-04-01,12.33333
1249,JPN,2013-04-01,4.033333
1250,KOR,2013-04-01,3.033333
1251,USA,2013-04-01,7.533333
1252,CAN,2013-07-01,7.233333
1253,DEU,2013-07-01,4.9
1254,FRA,2013-07-01,10.23333
1255,GBR,2013-07-01,7.6
1256,ITA,2013-07-01,12.43333
1257,JPN,2013-07-01,3.933333
1258,KOR,2013-07-01,3.133333
1259,USA,2013-07-01,7.233333
1260,CAN,2013-10-01,7.266667
1261,DEU,2013-10-01,4.833333
1262,FRA,2013-10-01,10.16667
1263,GBR,2013-10-01,7.2
1264,ITA,2013-10-01,12.6
1265,JPN,2013-10-01,3.866667
1266,KOR,2013-10-01,3.133333
1267,USA,2013-10-01,6.933333
1268,CAN,2014-01-01,7.233333
1269,DEU,2014-01-01,4.8
1270,FRA,2014-01-01,10.2
1271,GBR,2014-01-01,6.7
1272,ITA,2014-01-01,12.9
1273,JPN,2014-01-01,3.666667
1274,KOR,2014-01-01,3.366667
1275,USA,2014-01-01,6.666667
1276,CAN,2014-04-01,7.2
1277,DEU,2014-04-01,4.733333
1278,FRA,2014-04-01,10.13333
1279,GBR,2014-04-01,6.3
1280,ITA,2014-04-01,12.56667
1281,JPN,2014-04-01,3.633333
1282,KOR,2014-04-01,3.533333
1283,USA,2014-04-01,6.2
1284,CAN,2014-07-01,7.033333
1285,DEU,2014-07-01,4.7
1286,FRA,2014-07-01,10.26667
1287,GBR,2014-07-01,6.0
1288,ITA,2014-07-01,12.76667
1289,JPN,2014-07-01,3.566667
1290,KOR,2014-07-01,3.533333
1291,USA,2014-07-01,6.066667
1292,CAN,2014-10-01,6.766667
1293,DEU,2014-10-01,4.633333
1294,FRA,2014-10-01,10.46667
1295,GBR,2014-10-01,5.7
1296,ITA,2014-10-01,12.9
1297,JPN,2014-10-01,3.466667
1298,KOR,2014-10-01,3.566667
1299,USA,2014-10-01,5.7
1300,CAN,2015-01-01,6.866667
1301,DEU,2015-01-01,4.5
1302,FRA,2015-01-01,10.36667
1303,GBR,2015-01-01,5.5
1304,ITA,2015-01-01,12.46667
1305,JPN,2015-01-01,3.5
1306,KOR,2015-01-01,3.533333
1307,USA,2015-01-01,5.533333
1308,CAN,2015-04-01,6.933333
1309,DEU,2015-04-01,4.4
1310,FRA,2015-04-01,10.43333
1311,GBR,2015-04-01,5.6
1312,ITA,2015-04-01,12.3
1313,JPN,2015-04-01,3.366667
1314,KOR,2015-04-01,3.7
1315,USA,2015-04-01,5.433333
1316,CAN,2015-07-01,7.066667
1317,DEU,2015-07-01,4.3
1318,FRA,2015-07-01,10.3
1319,GBR,2015-07-01,5.3
1320,ITA,2015-07-01,11.63333
1321,JPN,2015-07-01,3.366667
1322,KOR,2015-07-01,3.633333
1323,USA,2015-07-01,5.1
1324,CAN,2015-10-01,7.133333
1325,DEU,2015-10-01,4.233333
1326,FRA,2015-10-01,10.26667
1327,GBR,2015-10-01,5.1
1328,ITA,2015-10-01,11.66667
1329,JPN,2015-10-01,3.266667
1330,KOR,2015-10-01,3.533333
1331,USA,2015-10-01,5.033333
1332,CAN,2016-01-01,7.233333
1333,DEU,2016-01-01,4.133333
1334,FRA,2016-01-01,10.3
1335,GBR,2016-01-01,5.1
1336,ITA,2016-01-01,11.63333
1337,JPN,2016-01-01,3.233333
1338,KOR,2016-01-01,3.733333
1339,USA,2016-01-01,4.9
1340,CAN,2016-04-01,7.133333
1341,DEU,2016-04-01,4.0
1342,FRA,2016-04-01,10.03333
1343,GBR,2016-04-01,4.9
1344,ITA,2016-04-01,11.7
1345,JPN,2016-04-01,3.166667
1346,KOR,2016-04-01,3.566667
1347,USA,2016-04-01,4.933333
1348,CAN,2016-07-01,6.966667
1349,DEU,2016-07-01,3.866667
1350,FRA,2016-07-01,9.866667
1351,GBR,2016-07-01,4.8
1352,ITA,2016-07-01,11.7
1353,JPN,2016-07-01,3.033333
1354,KOR,2016-07-01,3.866667
1355,USA,2016-07-01,4.9
1356,CAN,2016-10-01,6.866667
1357,DEU,2016-10-01,3.733333
1358,FRA,2016-10-01,10.06667
1359,GBR,2016-10-01,4.7
1360,ITA,2016-10-01,11.83333
1361,JPN,2016-10-01,3.0
1362,KOR,2016-10-01,3.6
1363,USA,2016-10-01,4.766667
1364,CAN,2017-01-01,6.733333
1365,DEU,2017-01-01,3.7
1366,FRA,2017-01-01,9.633333
1367,GBR,2017-01-01,4.6
1368,ITA,2017-01-01,11.6
1369,JPN,2017-01-01,2.9
1370,KOR,2017-01-01,3.7
1371,USA,2017-01-01,4.566667
1372,CAN,2017-04-01,6.533333
1373,DEU,2017-04-01,3.6
1374,FRA,2017-04-01,9.5
1375,GBR,2017-04-01,4.4
1376,ITA,2017-04-01,11.3
1377,JPN,2017-04-01,2.866667
1378,KOR,2017-04-01,3.666667
1379,USA,2017-04-01,4.366667
1380,CAN,2017-07-01,6.233333
1381,DEU,2017-07-01,3.5
1382,FRA,2017-07-01,9.466666
1383,GBR,2017-07-01,4.3
1384,ITA,2017-07-01,11.3
1385,JPN,2017-07-01,2.8
1386,KOR,2017-07-01,3.733333
1387,USA,2017-07-01,4.333333
1388,CAN,2017-10-01,6.166667
1389,DEU,2017-10-01,3.433333
1390,FRA,2017-10-01,9.033334
1391,GBR,2017-10-01,4.4
1392,ITA,2017-10-01,11.0
1393,JPN,2017-10-01,2.7
1394,KOR,2017-10-01,3.633333
1395,USA,2017-10-01,4.166667
1396,CAN,2018-01-01,5.9
1397,DEU,2018-01-01,3.3
1398,FRA,2018-01-01,9.266666
1399,GBR,2018-01-01,4.2
1400,ITA,2018-01-01,10.9
1401,JPN,2018-01-01,2.466667
1402,KOR,2018-01-01,3.7
1403,USA,2018-01-01,4.033333
1404,CAN,2018-04-01,5.9
1405,DEU,2018-04-01,3.233333
1406,FRA,2018-04-01,9.1
1407,GBR,2018-04-01,4.0
1408,ITA,2018-04-01,10.76667
1409,JPN,2018-04-01,2.366667
1410,KOR,2018-04-01,3.733333
1411,USA,2018-04-01,3.933333
1412,CAN,2018-07-01,5.9
1413,DEU,2018-07-01,3.2
1414,FRA,2018-07-01,8.933333
1415,GBR,2018-07-01,4.1
1416,ITA,2018-07-01,10.23333
1417,JPN,2018-07-01,2.433333
1418,KOR,2018-07-01,4.166667
1419,USA,2018-07-01,3.766667
1420,CAN,2018-10-01,5.633333
1421,DEU,2018-10-01,3.1
1422,FRA,2018-10-01,8.8
1423,GBR,2018-10-01,4.0
1424,ITA,2018-10-01,10.5
1425,JPN,2018-10-01,2.466667
1426,KOR,2018-10-01,3.8
1427,USA,2018-10-01,3.833333
1428,CAN,2019-01-01,5.766667
1429,DEU,2019-01-01,3.033333
1430,FRA,2019-01-01,8.733334
1431,GBR,2019-01-01,3.8
1432,ITA,2019-01-01,10.4
1433,JPN,2019-01-01,2.466667
1434,KOR,2019-01-01,3.866667
1435,USA,2019-01-01,3.866667
1436,CAN,2019-04-01,5.6
1437,DEU,2019-04-01,2.933333
1438,FRA,2019-04-01,8.466666
1439,GBR,2019-04-01,3.9
1440,ITA,2019-04-01,9.966666
1441,JPN,2019-04-01,2.333333
1442,KOR,2019-04-01,3.933333
1443,USA,2019-04-01,3.633333
1444,CAN,2019-07-01,5.666667
1445,DEU,2019-07-01,2.9
1446,FRA,2019-07-01,8.3
1447,GBR,2019-07-01,3.9
1448,ITA,2019-07-01,9.566667
1449,JPN,2019-07-01,2.333333
1450,KOR,2019-07-01,3.733333
1451,USA,2019-07-01,3.6
1452,CAN,2019-10-01,5.7
1453,DEU,2019-10-01,3.066667
1454,FRA,2019-10-01,8.2
1455,GBR,2019-10-01,3.7
1456,ITA,2019-10-01,9.7
1457,JPN,2019-10-01,2.3
1458,KOR,2019-10-01,3.533333
1459,USA,2019-10-01,3.6
1460,CAN,2020-01-01,6.6
1461,DEU,2020-01-01,3.3
1462,FRA,2020-01-01,7.866667
1463,GBR,2020-01-01,4.1
1464,ITA,2020-01-01,8.966666
1465,JPN,2020-01-01,2.433333
1466,KOR,2020-01-01,3.566667
1467,USA,2020-01-01,3.833333
1468,CAN,2020-04-01,13.5
1469,DEU,2020-04-01,3.6
1470,FRA,2020-04-01,7.266667
1471,GBR,2020-04-01,4.1
1472,ITA,2020-04-01,8.566667
1473,JPN,2020-04-01,2.733333
1474,KOR,2020-04-01,4.133333
1475,USA,2020-04-01,13.0
1476,CAN,2020-07-01,10.03333
1477,DEU,2020-07-01,3.866667
1478,FRA,2020-07-01,8.866667
1479,GBR,2020-07-01,5.0
1480,ITA,2020-07-01,10.16667
1481,JPN,2020-07-01,2.966667
1482,KOR,2020-07-01,4.0
1483,USA,2020-07-01,8.8
1484,CAN,2020-10-01,8.833333
1485,DEU,2020-10-01,3.9
1486,FRA,2020-10-01,8.1
1487,GBR,2020-10-01,5.3
1488,ITA,2020-10-01,9.733334
1489,JPN,2020-10-01,3.066667
1490,KOR,2020-10-01,4.166667
1491,USA,2020-10-01,6.766667
1492,CAN,2021-01-01,8.466666
1493,DEU,2021-01-01,3.9
1494,FRA,2021-01-01,8.166667
1495,GBR,2021-01-01,4.9
1496,ITA,2021-01-01,10.13333
1497,JPN,2021-01-01,2.866667
1498,KOR,2021-01-01,4.233333
1499,USA,2021-01-01,6.233333
1500,CAN,2021-04-01,8.133333
1501,DEU,2021-04-01,3.733333
1502,FRA,2021-04-01,8.033334
1503,GBR,2021-04-01,4.7
1504,ITA,2021-04-01,9.833333
1505,JPN,2021-04-01,2.9
1506,KOR,2021-04-01,3.766667
1507,USA,2021-04-01,5.933333
1508,CAN,2021-07-01,7.166667
1509,DEU,2021-07-01,3.433333
1510,FRA,2021-07-01,7.833333
1511,GBR,2021-07-01,4.4
1512,ITA,2021-07-01,9.1
1513,JPN,2021-07-01,2.766667
1514,KOR,2021-07-01,3.2
1515,USA,2021-07-01,5.066667
1516,CAN,2021-10-01,6.166667
1517,DEU,2021-10-01,3.266667
1518,FRA,2021-10-01,7.466667
1519,GBR,2021-10-01,4.2
1520,ITA,2021-10-01,8.966666
1521,JPN,2021-10-01,2.733333
1522,KOR,2021-10-01,3.266667
1523,USA,2021-10-01,4.2
1524,CAN,2022-01-01,5.766667
1525,DEU,2022-01-01,3.133333
1526,FRA,2022-01-01,7.333333
1527,GBR,2022-01-01,3.8
1528,ITA,2022-01-01,8.433333
1529,JPN,2022-01-01,2.7
1530,KOR,2022-01-01,2.966667
1531,USA,2022-01-01,3.833333
1532,CAN,2022-04-01,5.166667
1533,DEU,2022-04-01,3.0
1534,FRA,2022-04-01,7.466667
1535,GBR,2022-04-01,3.8
1536,ITA,2022-04-01,8.133333
1537,JPN,2022-04-01,2.6
1538,KOR,2022-04-01,2.866667
1539,USA,2022-04-01,3.633333
1540,CAN,2022-07-01,5.033333
1541,DEU,2022-07-01,3.033333
1542,FRA,2022-07-01,7.2
1543,GBR,2022-07-01,3.7
1544,ITA,2022-07-01,8.066667
1545,JPN,2022-07-01,2.533333
1546,KOR,2022-07-01,2.8
1547,USA,2022-07-01,3.533333
1548,CAN,2022-10-01,5.033333
1549,DEU,2022-10-01,3.066667
1550,FRA,2022-10-01,7.2
1551,GBR,2022-10-01,3.9
1552,ITA,2022-10-01,7.866667
1553,JPN,2022-10-01,2.533333
1554,KOR,2022-10-01,2.866667
1555,USA,2022-10-01,3.566667
1556,CAN,2023-01-01,5.066667
1557,DEU,2023-01-01,2.933333
1558,FRA,2023-01-01,7.1
1559,GBR,2023-01-01,4.0
1560,ITA,2023-01-01,7.866667
1561,JPN,2023-01-01,2.6
1562,KOR,2023-01-01,2.7
1563,USA,2023-01-01,3.533333
1564,CAN,2023-04-01,5.233333
1565,DEU,2023-04-01,2.933333
1566,FRA,2023-04-01,7.3
1567,GBR,2023-04-01,4.2
1568,ITA,2023-04-01,7.7
1569,JPN,2023-04-01,2.533333
