Date,KOSPI,FX
2020-02-19,"2,210.34","1,189.30"
2020-02-20,"2,195.50","1,198.70"
2020-02-21,"2,162.84","1,209.20"
2020-02-24,"2,079.04","1,220.20"
2020-02-25,"2,103.61","1,210.30"
2020-02-26,"2,076.77","1,216.90"
2020-02-27,"2,054.89","1,217.20"
2020-02-28,"1,987.01","1,213.70"
2020-03-02,"2,002.51","1,193.70"
2020-03-03,"2,014.15","1,195.20"
2020-03-04,"2,059.33","1,187.80"
2020-03-05,"2,085.26","1,181.20"
2020-03-06,"2,040.22","1,192.30"
2020-03-09,"1,954.77","1,204.20"
2020-03-10,"1,962.93","1,193.20"
2020-03-11,"1,908.27","1,193.00"
2020-03-12,"1,834.33","1,206.50"
2020-03-13,"1,771.44","1,219.30"
2020-03-16,"1,714.86","1,226.00"
2020-03-17,"1,672.44","1,243.50"
2020-03-18,"1,591.20","1,245.70"
2020-03-19,"1,457.64","1,285.70"
2020-03-20,"1,566.15","1,246.50"
2020-03-23,"1,482.46","1,266.50"
2020-03-24,"1,609.97","1,249.60"
2020-03-25,"1,704.76","1,229.90"
2020-03-26,"1,686.24","1,232.80"
2020-03-27,"1,717.73","1,210.60"
2020-03-30,"1,717.12","1,224.40"
2020-03-31,"1,754.64","1,217.40"
2020-04-01,"1,685.46","1,230.50"
2020-04-02,"1,724.86","1,228.30"
2020-04-03,"1,725.44","1,230.90"
2020-04-06,"1,791.88","1,229.30"
2020-04-07,"1,823.60","1,221.20"
2020-04-08,"1,807.14","1,220.90"
2020-04-09,"1,836.21","1,219.50"
2020-04-10,"1,860.70","1,208.80"
2020-04-13,"1,825.76","1,217.90"
2020-04-14,"1,857.08","1,217.30"
2020-04-16,"1,857.07","1,228.70"
2020-04-17,"1,914.53","1,217.90"
2020-04-20,"1,898.36","1,220.50"
2020-04-21,"1,879.38","1,229.70"
2020-04-22,"1,896.15","1,232.20"
2020-04-23,"1,914.73","1,229.70"
2020-04-24,"1,889.01","1,235.50"
2020-04-27,"1,922.77","1,226.20"
2020-04-28,"1,934.09","1,225.20"
2020-04-29,"1,947.56","1,218.20"
2020-05-04,"1,895.37","1,229.10"
2020-05-06,"1,928.76","1,222.10"
2020-05-07,"1,928.61","1,225.00"
2020-05-08,"1,945.82","1,219.90"
2020-05-11,"1,935.40","1,220.50"
2020-05-12,"1,922.17","1,224.80"
2020-05-13,"1,940.42","1,223.80"
2020-05-14,"1,924.96","1,228.00"
2020-05-15,"1,927.28","1,231.00"
2020-05-18,"1,937.11","1,232.40"
2020-05-19,"1,980.61","1,225.30"
2020-05-20,"1,989.64","1,230.30"
2020-05-21,"1,998.31","1,230.90"
2020-05-22,"1,970.13","1,237.00"
2020-05-25,"1,994.60","1,244.20"
2020-05-26,"2,029.78","1,234.30"
2020-05-27,"2,031.20","1,234.40"
2020-05-28,"2,028.54","1,239.60"
2020-05-29,"2,029.60","1,238.50"
2020-06-01,"2,065.08","1,225.00"
2020-06-02,"2,087.19","1,225.40"
2020-06-03,"2,147.00","1,216.80"
2020-06-04,"2,151.18","1,218.70"
2020-06-05,"2,181.87","1,207.10"
2020-06-08,"2,184.29","1,204.80"
2020-06-09,"2,188.92","1,197.70"
2020-06-10,"2,195.69","1,191.20"
2020-06-11,"2,176.78","1,196.40"
2020-06-12,"2,132.30","1,203.80"
2020-06-15,"2,030.82","1,216.00"
2020-06-16,"2,138.05","1,207.00"
2020-06-17,"2,141.05","1,213.90"
2020-06-18,"2,133.48","1,208.00"
2020-06-19,"2,141.32","1,209.60"
2020-06-22,"2,126.73","1,215.80"
2020-06-23,"2,131.24","1,208.80"
2020-06-24,"2,161.51","1,199.40"
2020-06-25,"2,112.37","1,204.70"
2020-06-26,"2,134.65","1,200.60"
2020-06-29,"2,093.48","1,198.60"
2020-06-30,"2,108.33","1,203.00"
2020-07-01,"2,106.70","1,203.40"
2020-07-02,"2,135.37","1,200.00"
2020-07-03,"2,152.41","1,198.60"
2020-07-06,"2,187.93","1,195.80"
2020-07-07,"2,164.17","1,195.70"
2020-07-08,"2,158.88","1,195.50"
2020-07-09,"2,167.90","1,195.50"
2020-07-10,"2,150.25","1,204.50"
2020-07-13,"2,186.06","1,200.90"
2020-07-14,"2,183.61","1,205.70"
2020-07-15,"2,201.88","1,200.50"
2020-07-16,"2,183.76","1,205.60"
2020-07-17,"2,201.19","1,205.10"
2020-07-20,"2,198.20","1,203.20"
2020-07-21,"2,228.83","1,197.80"
2020-07-22,"2,228.66","1,195.30"
2020-07-23,"2,216.19","1,197.30"
2020-07-24,"2,200.44","1,201.50"
2020-07-27,"2,217.86","1,196.10"
2020-07-28,"2,256.99","1,196.90"
2020-07-29,"2,263.16","1,193.10"
2020-07-30,"2,267.01","1,194.40"
2020-07-31,"2,249.37","1,191.30"
2020-08-03,"2,251.04","1,193.40"
2020-08-04,"2,279.97","1,194.10"
2020-08-05,"2,311.86","1,188.80"
2020-08-06,"2,342.61","1,183.50"
2020-08-07,"2,351.67","1,184.70"
2020-08-10,"2,386.38","1,185.60"
2020-08-11,"2,418.67","1,185.60"
2020-08-12,"2,432.35","1,185.30"
2020-08-13,"2,437.53","1,183.30"
2020-08-14,"2,407.49","1,184.60"
2020-08-18,"2,348.24","1,183.70"
2020-08-19,"2,360.54","1,181.20"
2020-08-20,"2,274.22","1,186.90"
2020-08-21,"2,304.59","1,186.30"
2020-08-24,"2,329.83","1,189.10"
2020-08-25,"2,366.73","1,185.10"
2020-08-26,"2,369.32","1,186.80"
2020-08-27,"2,344.45","1,185.00"
2020-08-28,"2,353.80","1,184.30"
2020-08-31,"2,326.17","1,187.80"
2020-09-01,"2,349.55","1,183.00"
2020-09-02,"2,364.27","1,185.40"
2020-09-03,"2,395.90","1,188.30"
2020-09-04,"2,368.25","1,189.60"
2020-09-07,"2,384.22","1,188.30"
2020-09-08,"2,401.91","1,186.40"
2020-09-09,"2,375.81","1,189.10"
2020-09-10,"2,396.48","1,184.90"
2020-09-11,"2,396.69","1,186.90"
2020-09-14,"2,427.91","1,183.50"
2020-09-15,"2,443.58","1,179.00"
2020-09-16,"2,435.92","1,176.10"
2020-09-17,"2,406.17","1,174.40"
2020-09-18,"2,412.40","1,160.30"
2020-09-21,"2,389.39","1,158.00"
2020-09-22,"2,332.59","1,165.00"
2020-09-23,"2,333.24","1,164.40"
2020-09-24,"2,272.70","1,172.70"
2020-09-25,"2,278.79","1,172.30"
2020-09-28,"2,308.08","1,173.60"
2020-09-29,"2,327.89","1,169.50"
2020-10-05,"2,358.00","1,163.40"
2020-10-06,"2,365.90","1,161.00"
2020-10-07,"2,386.94","1,158.20"
2020-10-08,"2,391.96","1,153.30"
2020-10-12,"2,403.73","1,146.80"
2020-10-13,"2,403.15","1,147.10"
2020-10-14,"2,380.48","1,146.90"
2020-10-15,"2,361.21","1,143.20"
2020-10-16,"2,341.53","1,147.40"
2020-10-19,"2,346.74","1,142.00"
2020-10-20,"2,358.41","1,139.40"
2020-10-21,"2,370.86","1,131.90"
2020-10-22,"2,355.05","1,132.90"
2020-10-23,"2,360.81","1,132.90"
2020-10-26,"2,343.91","1,127.70"
2020-10-27,"2,330.84","1,125.50"
2020-10-28,"2,345.26","1,130.60"
2020-10-29,"2,326.67","1,131.40"
2020-10-30,"2,267.15","1,135.10"
2020-11-02,"2,300.16","1,133.60"
2020-11-03,"2,343.31","1,134.10"
2020-11-04,"2,357.32","1,137.70"
2020-11-05,"2,413.79","1,128.20"
2020-11-06,"2,416.50","1,120.40"
2020-11-09,"2,447.20","1,113.90"
2020-11-10,"2,452.83","1,115.10"
2020-11-11,"2,485.87","1,110.00"
2020-11-12,"2,475.62","1,114.80"
2020-11-13,"2,493.87","1,115.60"
2020-11-16,"2,543.03","1,109.30"
2020-11-17,"2,539.15","1,106.60"
2020-11-18,"2,545.64","1,103.80"
2020-11-19,"2,547.42","1,115.60"
2020-11-20,"2,553.50","1,114.30"
2020-11-23,"2,602.59","1,110.40"
2020-11-24,"2,617.76","1,112.70"
2020-11-25,"2,601.54","1,108.90"
2020-11-26,"2,625.91","1,104.60"
2020-11-27,"2,633.45","1,103.20"
2020-11-30,"2,591.34","1,106.50"
2020-12-01,"2,634.25","1,106.20"
2020-12-02,"2,675.90","1,100.80"
2020-12-03,"2,696.22","1,097.00"
2020-12-04,"2,731.45","1,082.10"
2020-12-07,"2,745.44","1,082.10"
2020-12-08,"2,700.93","1,085.40"
2020-12-09,"2,755.47","1,084.80"
2020-12-10,"2,746.46","1,087.70"
2020-12-11,"2,770.06","1,090.30"
2020-12-14,"2,762.20","1,091.80"
2020-12-15,"2,756.82","1,093.30"
2020-12-16,"2,771.79","1,094.00"
2020-12-17,"2,770.43","1,093.30"
2020-12-18,"2,772.18","1,099.70"
2020-12-21,"2,778.65","1,102.70"
2020-12-22,"2,733.68","1,107.40"
2020-12-23,"2,759.82","1,107.90"
2020-12-24,"2,806.86","1,103.00"
2020-12-28,"2,808.60","1,096.70"
2020-12-29,"2,820.51","1,092.10"
2020-12-30,"2,873.47","1,086.30"
2020-12-31,,
2021-01-04,"2,944.45","1,082.10"
2021-01-05,"2,990.57","1,087.60"
2021-01-06,"2,968.21","1,085.60"
2021-01-07,"3,031.68","1,087.30"
2021-01-08,"3,152.18","1,089.80"
2021-01-11,"3,148.45","1,097.30"
2021-01-12,"3,125.95","1,099.90"
2021-01-13,"3,148.29","1,095.10"
2021-01-14,"3,149.93","1,098.00"
2021-01-15,"3,085.90","1,099.40"
2021-01-18,"3,013.93","1,103.90"
2021-01-19,"3,092.66","1,102.90"
2021-01-20,"3,114.55","1,100.30"
2021-01-21,"3,160.84","1,098.20"
2021-01-22,"3,140.63","1,103.20"
2021-01-25,"3,208.99","1,100.70"
2021-01-26,"3,140.31","1,106.50"
2021-01-27,"3,122.56","1,104.40"
2021-01-28,"3,069.05","1,119.60"
2021-01-29,"2,976.21","1,118.80"
2021-02-01,"3,056.53","1,116.50"
2021-02-02,"3,096.81","1,117.70"
2021-02-03,"3,129.68","1,114.90"
2021-02-04,"3,087.55","1,118.50"
2021-02-05,"3,120.63","1,123.70"
2021-02-08,"3,091.24","1,119.60"
2021-02-09,"3,084.67","1,116.60"
2021-02-10,"3,100.58","1,107.00"
2021-02-15,"3,147.00","1,101.40"
2021-02-16,"3,163.25","1,100.10"
2021-02-17,"3,133.73","1,107.50"
2021-02-18,"3,086.66","1,107.60"
2021-02-19,"3,107.62","1,105.90"
2021-02-22,"3,079.75","1,110.40"
2021-02-23,"3,070.09","1,110.60"
2021-02-24,"2,994.98","1,112.20"
2021-02-25,"3,099.69","1,107.80"
2021-02-26,"3,012.95","1,123.50"
2021-03-02,"3,043.87","1,124.00"
2021-03-03,"3,082.99","1,120.30"
2021-03-04,"3,043.49","1,125.10"
2021-03-05,"3,026.26","1,126.10"
2021-03-08,"2,996.11","1,133.20"
2021-03-09,"2,976.12","1,140.30"
2021-03-10,"2,958.12","1,142.70"
2021-03-11,"3,013.70","1,135.90"
2021-03-12,"3,054.39","1,133.80"
2021-03-15,"3,045.71","1,136.30"
2021-03-16,"3,067.17","1,129.70"
2021-03-17,"3,047.50","1,130.20"
2021-03-18,"3,066.01","1,123.70"
2021-03-19,"3,039.53","1,130.60"
2021-03-22,"3,035.46","1,128.40"
2021-03-23,"3,004.74","1,129.70"
2021-03-24,"2,996.35","1,133.60"
2021-03-25,"3,008.33","1,133.30"
2021-03-26,"3,041.01","1,129.30"
2021-03-29,"3,036.04","1,131.70"
2021-03-30,"3,070.00","1,133.60"
2021-03-31,"3,061.42","1,131.80"
2021-04-01,"3,087.40","1,131.90"
2021-04-02,"3,112.80","1,127.50"
2021-04-05,"3,120.83","1,127.70"
2021-04-06,"3,127.08","1,119.60"
2021-04-07,"3,137.41","1,116.30"
2021-04-08,"3,143.26","1,117.20"
2021-04-09,"3,131.88","1,121.20"
2021-04-12,"3,135.59","1,124.90"
2021-04-13,"3,169.08","1,125.90"
2021-04-14,"3,182.38","1,116.60"
2021-04-15,"3,194.33","1,117.60"
2021-04-16,"3,198.62","1,116.30"
2021-04-19,"3,198.84","1,117.20"
2021-04-20,"3,220.70","1,112.30"
2021-04-21,"3,171.66","1,118.60"
2021-04-22,"3,177.52","1,117.30"
2021-04-23,"3,186.10","1,117.80"
2021-04-26,"3,217.53","1,113.20"
2021-04-27,"3,215.42","1,110.40"
2021-04-28,"3,181.47","1,113.00"
2021-04-29,"3,174.07","1,108.20"
2021-04-30,"3,147.86","1,112.30"
2021-05-03,"3,127.20","1,124.00"
2021-05-04,"3,147.37","1,122.60"
2021-05-06,"3,178.74","1,125.80"
2021-05-07,"3,197.20","1,121.30"
2021-05-10,"3,249.30","1,113.80"
2021-05-11,"3,209.43","1,119.60"
2021-05-12,"3,161.66","1,124.70"
2021-05-13,"3,122.11","1,129.30"
2021-05-14,"3,153.32","1,128.60"
2021-05-17,"3,134.52","1,134.80"
2021-05-18,"3,173.05","1,130.50"
2021-05-20,"3,162.28","1,132.00"
2021-05-21,"3,156.42","1,127.00"
2021-05-24,"3,144.30","1,127.10"
2021-05-25,"3,171.32","1,122.00"
2021-05-26,"3,168.43","1,116.90"
2021-05-27,"3,165.51","1,118.10"
2021-05-28,"3,188.73","1,115.50"
2021-05-31,"3,203.92","1,110.90"
2021-06-01,"3,221.87","1,105.90"
2021-06-02,"3,224.23","1,113.30"
2021-06-03,"3,247.43","1,113.60"
2021-06-04,"3,240.08","1,116.50"
2021-06-07,"3,252.12","1,112.90"
2021-06-08,"3,247.83","1,114.20"
2021-06-09,"3,216.18","1,115.40"
2021-06-10,"3,224.64","1,115.80"
2021-06-11,"3,249.32","1,110.80"
2021-06-14,"3,252.13","1,116.70"
2021-06-15,"3,258.63","1,117.00"
2021-06-16,"3,278.68","1,117.20"
2021-06-17,"3,264.96","1,130.40"
2021-06-18,"3,267.93","1,132.30"
2021-06-21,"3,240.79","1,134.70"
2021-06-22,"3,263.88","1,131.90"
2021-06-23,"3,276.19","1,137.70"
2021-06-24,"3,286.10","1,134.90"
2021-06-25,"3,302.84","1,127.70"
2021-06-28,"3,301.89","1,130.30"
2021-06-29,"3,286.68","1,128.50"
2021-06-30,"3,296.68","1,126.10"
2021-07-01,"3,282.06","1,133.10"
2021-07-02,"3,281.78","1,135.00"
2021-07-05,"3,293.21","1,131.80"
2021-07-06,"3,305.21","1,129.70"
2021-07-07,"3,285.34","1,138.10"
2021-07-08,"3,252.68","1,145.00"
2021-07-09,"3,217.95","1,149.10"
2021-07-12,"3,246.47","1,147.00"
2021-07-13,"3,271.38","1,145.40"
2021-07-14,"3,264.81","1,148.50"
2021-07-15,"3,286.22","1,141.50"
2021-07-16,"3,276.91","1,139.50"
2021-07-19,"3,244.04","1,147.80"
2021-07-20,"3,232.70","1,150.40"
2021-07-21,"3,215.91","1,154.00"
2021-07-22,"3,250.21","1,149.90"
2021-07-23,"3,254.42","1,150.80"
2021-07-26,"3,224.95","1,155.00"
2021-07-27,"3,232.53","1,150.10"
2021-07-28,"3,236.86","1,154.60"
2021-07-29,"3,242.65","1,146.50"
2021-07-30,"3,202.32","1,150.30"
2021-08-02,"3,223.04","1,150.90"
2021-08-03,"3,237.14","1,148.30"
2021-08-04,"3,280.38","1,143.60"
2021-08-05,"3,276.13","1,143.70"
2021-08-06,"3,270.36","1,142.10"
2021-08-09,"3,260.42","1,144.30"
2021-08-10,"3,243.19","1,149.80"
2021-08-11,"3,220.62","1,156.40"
2021-08-12,"3,208.38","1,161.20"
2021-08-13,"3,171.29","1,169.00"
2021-08-17,"3,143.09","1,176.30"
2021-08-18,"3,158.93","1,168.00"
2021-08-19,"3,097.83","1,176.20"
2021-08-20,"3,060.51","1,179.60"
2021-08-23,"3,090.21","1,173.70"
2021-08-24,"3,138.30","1,165.60"
2021-08-25,"3,146.81","1,168.10"
2021-08-26,"3,128.53","1,170.50"
2021-08-27,"3,133.90","1,169.20"
2021-08-30,"3,144.19","1,167.00"
2021-08-31,"3,199.27","1,159.50"
2021-09-01,"3,207.02","1,157.20"
2021-09-02,"3,175.85","1,161.50"
2021-09-03,"3,201.06","1,157.00"
2021-09-06,"3,203.33","1,156.50"
2021-09-07,"3,187.42","1,157.80"
2021-09-08,"3,162.99","1,166.70"
2021-09-09,"3,114.70","1,169.20"
2021-09-10,"3,125.76","1,169.10"
2021-09-13,"3,127.86","1,176.00"
2021-09-14,"3,148.83","1,170.80"
2021-09-15,"3,153.40","1,170.50"
2021-09-16,"3,130.09","1,171.80"
2021-09-17,"3,140.51","1,175.00"
2021-09-23,"3,127.58","1,175.50"
2021-09-24,"3,125.24","1,176.50"
2021-09-27,"3,133.64","1,176.80"
2021-09-28,"3,097.92","1,184.40"
2021-09-29,"3,060.27","1,181.80"
2021-09-30,"3,068.82","1,184.00"
2021-10-01,"3,019.18","1,188.70"
2021-10-05,"2,962.17","1,188.70"
2021-10-06,"2,908.31","1,192.30"
2021-10-07,"2,959.46","1,190.40"
2021-10-08,"2,956.30","1,194.60"
2021-10-12,"2,916.38","1,198.80"
2021-10-13,"2,944.41","1,193.80"
2021-10-14,"2,988.64","1,186.80"
2021-10-15,"3,015.06","1,182.40"
2021-10-18,"3,006.68","1,187.60"
2021-10-19,"3,029.04","1,178.70"
2021-10-20,"3,013.13","1,174.20"
2021-10-21,"3,007.33","1,177.20"
2021-10-22,"3,006.16","1,177.10"
2021-10-25,"3,020.54","1,168.40"
2021-10-26,"3,049.08","1,167.60"
2021-10-27,"3,025.49","1,170.00"
2021-10-28,"3,009.55","1,169.70"
2021-10-29,"2,970.68","1,168.60"
2021-11-01,"2,978.94","1,176.50"
2021-11-02,"3,013.49","1,174.40"
2021-11-03,"2,975.71","1,181.60"
2021-11-04,"2,983.22","1,182.60"
2021-11-05,"2,969.27","1,185.20"
2021-11-08,"2,960.20","1,183.10"
2021-11-09,"2,962.46","1,177.20"
2021-11-10,"2,930.17","1,180.90"
2021-11-11,"2,924.92","1,180.80"
2021-11-12,"2,968.80","1,179.60"
2021-11-15,"2,999.52","1,178.40"
2021-11-16,"2,997.21","1,179.90"
2021-11-17,"2,962.42","1,182.50"
2021-11-18,"2,947.38","1,180.40"
2021-11-19,"2,971.02","1,185.30"
2021-11-22,"3,013.25","1,185.10"
2021-11-23,"2,997.33","1,189.70"
2021-11-24,"2,994.29","1,186.50"
2021-11-25,"2,980.27","1,190.20"
2021-11-26,"2,936.44","1,193.30"
2021-11-29,"2,909.32","1,193.00"
2021-11-30,"2,839.01","1,187.90"
2021-12-01,"2,899.72","1,179.20"
2021-12-02,"2,945.27","1,175.90"
2021-12-03,"2,968.33","1,180.10"
2021-12-06,"2,973.25","1,183.00"
2021-12-07,"2,991.72","1,179.50"
2021-12-08,"3,001.80","1,175.90"
2021-12-09,"3,029.57","1,174.50"
2021-12-10,"3,010.23","1,181.30"
2021-12-13,"3,001.66","1,180.80"
2021-12-14,"2,987.95","1,182.60"
2021-12-15,"2,989.39","1,185.20"
2021-12-16,"3,006.41","1,183.90"
2021-12-17,"3,017.73","1,180.90"
2021-12-20,"2,963.00","1,190.80"
2021-12-21,"2,975.03","1,192.90"
2021-12-22,"2,984.48","1,192.00"
2021-12-23,"2,998.17","1,187.90"
2021-12-24,"3,012.43","1,186.60"
2021-12-27,"2,999.55","1,186.80"
2021-12-28,"3,020.24","1,188.00"
2021-12-29,"2,993.29","1,186.50"
2021-12-30,"2,977.65","1,188.80"
2021-12-31,,
2022-01-03,"2,988.77","1,191.80"
2022-01-04,"2,989.24","1,194.10"
2022-01-05,"2,953.97","1,196.90"
2022-01-06,"2,920.53","1,200.90"
2022-01-07,"2,954.89","1,201.50"
2022-01-10,"2,926.72","1,199.10"
2022-01-11,"2,927.38","1,194.80"
2022-01-12,"2,972.48","1,190.50"
2022-01-13,"2,962.09","1,187.50"
2022-01-14,"2,921.92","1,187.30"
2022-01-17,"2,890.10","1,192.70"
2022-01-18,"2,864.24","1,190.10"
2022-01-19,"2,842.28","1,191.70"
2022-01-20,"2,862.68","1,192.40"
2022-01-21,"2,834.29","1,194.00"
2022-01-24,"2,792.00","1,196.10"
2022-01-25,"2,720.39","1,198.60"
2022-01-26,"2,709.24","1,197.70"
2022-01-27,"2,614.49","1,202.80"
2022-01-28,"2,663.34","1,205.50"
2022-02-03,"2,707.82","1,206.40"
2022-02-04,"2,750.26","1,197.00"
2022-02-07,"2,745.06","1,200.70"
2022-02-08,"2,746.47","1,197.70"
2022-02-09,"2,768.85","1,196.50"
2022-02-10,"2,771.93","1,196.50"
2022-02-11,"2,747.71","1,198.50"
2022-02-14,"2,704.48","1,191.10"
2022-02-15,"2,676.54","1,199.80"
2022-02-16,"2,729.68","1,197.60"
2022-02-17,"2,744.09","1,197.10"
2022-02-18,"2,744.52","1,195.90"
2022-02-21,"2,743.80","1,192.10"
2022-02-22,"2,706.79","1,192.70"
2022-02-23,"2,719.53","1,193.60"
2022-02-24,"2,648.80","1,202.40"
2022-02-25,"2,676.76","1,201.60"
2022-02-28,"2,699.18","1,202.30"
2022-03-02,"2,703.52","1,206.10"
2022-03-03,"2,747.08","1,204.60"
2022-03-04,"2,713.43","1,214.20"
2022-03-07,"2,651.31","1,227.10"
2022-03-08,"2,622.40","1,237.00"
2022-03-10,"2,680.32","1,228.30"
2022-03-11,"2,661.28","1,232.00"
2022-03-14,"2,645.65","1,242.30"
2022-03-15,"2,621.53","1,242.80"
2022-03-16,"2,659.23","1,235.70"
2022-03-17,"2,694.51","1,214.30"
2022-03-18,"2,707.02","1,207.60"
2022-03-21,"2,686.05","1,216.30"
2022-03-22,"2,710.00","1,218.10"
2022-03-23,"2,735.05","1,213.80"
2022-03-24,"2,729.66","1,218.80"
2022-03-25,"2,729.98","1,218.80"
2022-03-28,"2,729.56","1,227.30"
2022-03-29,"2,741.07","1,219.80"
2022-03-30,"2,746.74","1,209.60"
2022-03-31,"2,757.65","1,212.10"
2022-04-01,"2,739.85","1,215.50"
2022-04-04,"2,757.90","1,214.40"
2022-04-05,"2,759.20","1,212.70"
2022-04-06,"2,735.03","1,218.30"
2022-04-07,"2,695.86","1,219.50"
2022-04-08,"2,700.39","1,225.10"
2022-04-11,"2,693.10","1,233.10"
2022-04-12,"2,666.76","1,236.20"
2022-04-13,"2,716.49","1,228.00"
2022-04-14,"2,716.71","1,224.70"
2022-04-15,"2,696.06","1,229.60"
2022-04-18,"2,693.21","1,234.40"
2022-04-19,"2,718.89","1,236.90"
2022-04-20,"2,718.69","1,236.10"
2022-04-21,"2,728.21","1,239.00"
2022-04-22,"2,704.71","1,239.10"
2022-04-25,"2,657.13","1,249.90"
2022-04-26,"2,668.31","1,250.80"
2022-04-27,"2,639.06","1,265.20"
2022-04-28,"2,667.49","1,272.50"
2022-04-29,"2,695.05","1,255.90"
2022-05-02,"2,687.45","1,265.10"
2022-05-03,"2,680.46","1,267.80"
2022-05-04,"2,677.57","1,266.30"
2022-05-06,"2,644.51","1,272.70"
2022-05-09,"2,610.81","1,274.00"
2022-05-10,"2,596.56","1,276.40"
2022-05-11,"2,592.27","1,275.50"
2022-05-12,"2,550.08","1,288.60"
2022-05-13,"2,604.24","1,284.20"
2022-05-16,"2,596.58","1,284.10"
2022-05-17,"2,620.44","1,275.00"
2022-05-18,"2,625.98","1,266.60"
2022-05-19,"2,592.34","1,277.70"
2022-05-20,"2,639.29","1,268.10"
2022-05-23,"2,647.38","1,264.10"
2022-05-24,"2,605.87","1,266.20"
2022-05-25,"2,617.22","1,264.60"
2022-05-26,"2,612.45","1,267.00"
2022-05-27,"2,638.05","1,256.20"
2022-05-30,"2,669.66","1,238.60"
2022-05-31,"2,685.90","1,237.20"
2022-06-02,"2,658.99","1,252.10"
2022-06-03,"2,670.65","1,242.70"
2022-06-07,"2,626.34","1,257.70"
2022-06-08,"2,626.15","1,253.80"
2022-06-09,"2,625.44","1,256.90"
2022-06-10,"2,595.87","1,268.90"
2022-06-13,"2,504.51","1,284.00"
2022-06-14,"2,492.97","1,286.40"
2022-06-15,"2,447.38","1,290.50"
2022-06-16,"2,451.41","1,285.60"
2022-06-17,"2,440.93","1,287.30"
2022-06-20,"2,391.03","1,292.40"
2022-06-21,"2,408.93","1,293.60"
2022-06-22,"2,342.81","1,297.30"
2022-06-23,"2,314.32","1,301.80"
2022-06-24,"2,366.60","1,298.20"
2022-06-27,"2,401.92","1,286.50"
2022-06-28,"2,422.09","1,283.40"
2022-06-29,"2,377.99","1,299.00"
2022-06-30,"2,332.64","1,298.40"
2022-07-01,"2,305.42","1,297.30"
2022-07-04,"2,300.34","1,297.10"
2022-07-05,"2,341.78","1,300.30"
2022-07-06,"2,292.01","1,306.30"
2022-07-07,"2,334.27","1,299.80"
2022-07-08,"2,350.61","1,300.40"
2022-07-11,"2,340.27","1,303.90"
2022-07-12,"2,317.76","1,312.10"
2022-07-13,"2,328.61","1,306.90"
2022-07-14,"2,322.32","1,312.10"
2022-07-15,"2,330.98","1,326.10"
2022-07-18,"2,375.25","1,317.40"
2022-07-19,"2,370.97","1,313.40"
2022-07-20,"2,386.85","1,312.90"
2022-07-21,"2,409.16","1,307.70"
2022-07-22,"2,393.14","1,313.00"
2022-07-25,"2,403.69","1,313.70"
2022-07-26,"2,412.96","1,307.60"
2022-07-27,"2,415.53","1,313.30"
2022-07-28,"2,435.27","1,296.10"
2022-07-29,"2,451.50","1,299.10"
2022-08-01,"2,452.25","1,304.00"
2022-08-02,"2,439.62","1,304.70"
2022-08-03,"2,461.45","1,310.30"
2022-08-04,"2,473.11","1,310.10"
2022-08-05,"2,490.80","1,298.30"
2022-08-08,"2,493.10","1,306.40"
2022-08-09,"2,503.46","1,304.60"
2022-08-10,"2,480.88","1,310.40"
2022-08-11,"2,523.78","1,303.00"
2022-08-12,"2,527.94","1,302.40"
2022-08-16,"2,533.52","1,308.10"
2022-08-17,"2,516.47","1,310.30"
2022-08-18,"2,508.05","1,320.70"
2022-08-19,"2,492.69","1,325.90"
2022-08-22,"2,462.50","1,339.80"
2022-08-23,"2,435.34","1,345.50"
2022-08-24,"2,447.45","1,342.10"
2022-08-25,"2,477.26","1,335.20"
2022-08-26,"2,481.03","1,331.30"
2022-08-29,"2,426.89","1,350.40"
2022-08-30,"2,450.93","1,346.70"
2022-08-31,"2,472.05","1,337.60"
2022-09-01,"2,415.61","1,354.90"
2022-09-02,"2,409.41","1,362.60"
2022-09-05,"2,403.68","1,371.40"
2022-09-06,"2,410.02","1,371.70"
2022-09-07,"2,376.46","1,384.20"
2022-09-08,"2,384.28","1,380.80"
2022-09-13,"2,449.54","1,373.60"
2022-09-14,"2,411.42","1,390.90"
2022-09-15,"2,401.83","1,393.70"
2022-09-16,"2,382.78","1,388.00"
2022-09-19,"2,355.66","1,393.60"
2022-09-20,"2,367.85","1,389.50"
2022-09-21,"2,347.21","1,394.20"
2022-09-22,"2,332.31","1,409.70"
2022-09-23,"2,290.00","1,409.30"
2022-09-26,"2,220.94","1,431.30"
2022-09-27,"2,223.86","1,421.50"
2022-09-28,"2,169.29","1,439.90"
2022-09-29,"2,170.93","1,438.90"
2022-09-30,"2,155.49","1,430.20"
2022-10-04,"2,209.38","1,426.50"
2022-10-05,"2,215.22","1,410.10"
2022-10-06,"2,237.86","1,402.40"
2022-10-07,"2,232.84","1,412.40"
2022-10-11,"2,192.07","1,435.20"
2022-10-12,"2,202.47","1,424.90"
2022-10-13,"2,162.87","1,431.30"
2022-10-14,"2,212.55","1,428.50"
2022-10-17,"2,219.71","1,435.30"
2022-10-18,"2,249.95","1,422.70"
2022-10-19,"2,237.44","1,426.20"
2022-10-20,"2,218.09","1,433.30"
2022-10-21,"2,213.12","1,439.80"
2022-10-24,"2,236.16","1,439.70"
2022-10-25,"2,235.07","1,433.10"
2022-10-26,"2,249.56","1,426.60"
2022-10-27,"2,288.78","1,417.00"
