country,date,Y,C,G,I,EX,IM
KOR,2003-07-01,1402276.4,801463.5,181953.0,471809.7,308725.1,328698.1
MEX,2003-07-01,1987812.4,1366126.3,226629.5,408994.5,481672.2,552604.3
USA,2003-07-01,15792312.0,10483066.3,2525586.5,3215769.9,1256705.7,1827661.4
CAN,2003-10-01,1434651.8,731858.8,316571.5,322158.4,474572.7,410165.1
DEU,2003-10-01,4060079.8,2267184.9,781654.2,788769.6,1136446.4,977139.2
FRA,2003-10-01,2943544.6,1543418.0,703463.7,631534.9,735475.9,678051.5
GBR,2003-10-01,2843076.4,1717413.7,625128.5,455615.0,672766.7,669543.0
IND,2003-10-01,3337227.5,2050587.9,398652.1,751149.2,519902.6,451727.6
IRL,2003-10-01,242203.4,95398.9,40842.1,68275.9,181375.0,165091.0
ITA,2003-10-01,2880401.2,1680665.1,565647.7,598600.0,628905.6,601275.4
JPN,2003-10-01,5037880.4,2828251.0,904474.2,1387218.5,552369.3,594694.2
KOR,2003-10-01,1438032.7,802378.5,185566.9,488413.4,342583.1,351272.1
MEX,2003-10-01,2005969.0,1372981.8,226343.2,409153.9,486996.3,557992.2
USA,2003-10-01,15975616.7,10555237.3,2542187.9,3265813.7,1313208.1,1885711.6
CAN,2004-01-01,1445083.8,741182.1,318616.4,329693.2,474107.2,413817.5
DEU,2004-01-01,4055077.6,2268422.2,770338.7,774260.6,1182371.5,985681.1
FRA,2004-01-01,2975074.2,1552612.1,706693.5,636377.8,744720.2,685969.5
GBR,2004-01-01,2854418.3,1727392.8,627127.3,469102.5,678598.3,673038.9
IND,2004-01-01,3349391.4,2072355.2,375368.2,793763.3,553316.0,499431.5
IRL,2004-01-01,240456.3,97054.3,38094.5,61892.4,175905.8,153348.2
ITA,2004-01-01,2892431.8,1686702.1,563871.9,606679.2,636718.5,618259.3
JPN,2004-01-01,5075934.7,2828042.3,908626.8,1373519.0,579607.6,612856.2
KOR,2004-01-01,1458496.2,801497.3,185832.2,489137.3,364842.2,359860.4
MEX,2004-01-01,2032822.1,1375644.7,226665.4,430892.1,487229.8,566112.0
USA,2004-01-01,16066142.8,10653651.1,2557697.5,3257835.0,1342908.2,1938527.0
CAN,2004-04-01,1462206.1,744466.1,318043.5,334896.4,496411.4,424974.2
DEU,2004-04-01,4078015.1,2265205.9,768924.1,781450.0,1233986.7,1005820.5
FRA,2004-04-01,2988075.2,1559485.5,710498.7,640057.2,757091.6,699839.8
GBR,2004-04-01,2870720.5,1741121.7,634326.8,466095.2,688670.1,689428.4
IND,2004-04-01,3429045.7,2041526.0,335168.7,853287.4,546786.3,459373.3
IRL,2004-04-01,247588.6,97591.7,41578.3,66629.2,180284.5,157336.7
ITA,2004-04-01,2899846.1,1688302.0,565381.3,609077.4,655667.9,623160.8
JPN,2004-04-01,5075045.5,2830751.5,904755.3,1373556.5,598491.0,623214.9
KOR,2004-04-01,1470658.9,803782.9,188958.9,495007.9,373214.9,363501.8
MEX,2004-04-01,2059703.8,1385649.5,226934.1,436700.4,502069.9,579461.2
USA,2004-04-01,16190647.7,10711782.3,2562169.6,3334307.2,1371056.1,2014891.9
CAN,2004-07-01,1479494.1,751547.5,320657.7,339765.6,494778.2,437181.2
DEU,2004-07-01,4064838.1,2258526.1,774473.3,778636.8,1211811.2,1025464.8
FRA,2004-07-01,2999388.1,1559134.6,712480.7,643086.7,758416.2,710362.5
GBR,2004-07-01,2881267.7,1749974.2,637923.3,474342.7,697527.5,708258.9
IND,2004-07-01,3511261.8,2077962.2,366794.3,885241.0,558805.5,566196.2
IRL,2004-07-01,245756.1,98445.3,42170.8,66577.7,180991.0,159080.1
ITA,2004-07-01,2901901.4,1692655.1,569868.5,600664.9,662044.1,627863.1
JPN,2004-07-01,5106670.7,2852325.6,908577.1,1378650.6,603786.1,636880.7
KOR,2004-07-01,1474421.3,805087.6,190926.2,490588.6,370855.0,360664.0
MEX,2004-07-01,2058185.3,1394726.9,225175.7,432210.3,510512.3,582706.0
USA,2004-07-01,16344231.2,10837604.8,2569775.0,3390895.7,1375640.5,2042819.9
CAN,2004-10-01,1490171.8,757804.9,322393.3,345575.5,489988.6,442114.6
DEU,2004-10-01,4062886.2,2270648.7,764789.5,774364.8,1218119.8,1028931.5
FRA,2004-10-01,3026145.1,1582665.9,715205.4,651688.1,777588.2,724341.3
GBR,2004-10-01,2895063.6,1764244.3,644008.8,476208.1,719838.4,718711.5
IND,2004-10-01,3579261.3,2146280.5,376032.3,907156.7,626772.2,641923.6
IRL,2004-10-01,252252.2,99387.5,42362.4,67775.2,182905.3,161065.1
ITA,2004-10-01,2909356.2,1702947.8,569180.2,601608.1,655573.7,634566.9
JPN,2004-10-01,5097117.7,2837420.4,908701.3,1393444.2,611817.5,656002.2
KOR,2004-10-01,1486506.3,813726.5,192645.6,489554.5,378727.1,384039.1
MEX,2004-10-01,2080189.3,1409408.3,226995.4,443747.8,513430.5,600521.6
USA,2004-10-01,16510976.4,10960189.7,2569296.0,3440390.2,1408308.6,2090400.6
CAN,2005-01-01,1495390.5,768576.3,320666.7,354955.1,494849.5,456903.8
DEU,2005-01-01,4070449.5,2284132.6,766829.8,763762.4,1248321.1,1012384.8
FRA,2005-01-01,3033972.5,1590353.6,718221.7,654867.1,774894.6,733630.1
GBR,2005-01-01,2916424.7,1782799.8,641048.8,485478.7,705777.6,715376.3
IND,2005-01-01,3641933.2,2187796.7,536846.9,943185.3,712861.9,649872.3
IRL,2005-01-01,256065.1,100992.2,42113.7,69455.4,183650.7,165187.8
ITA,2005-01-01,2904080.8,1698402.4,576798.2,607392.1,661298.3,641556.7
JPN,2005-01-01,5122847.0,2854023.8,917522.9,1404188.0,605623.6,651513.0
KOR,2005-01-01,1500421.6,821898.1,194919.7,491636.1,381597.8,376584.7
MEX,2005-01-01,2084962.8,1407971.9,228187.2,451220.2,523178.3,601234.0
USA,2005-01-01,16694143.1,11029832.5,2584405.2,3491045.1,1434696.8,2108408.8
CAN,2005-04-01,1506198.4,775294.2,321800.8,363514.0,493046.9,453543.9
DEU,2005-04-01,4092900.5,2291802.5,777818.7,778141.6,1270114.1,1063226.9
FRA,2005-04-01,3041769.4,1596783.1,721943.8,658106.7,781167.2,738715.4
GBR,2005-04-01,2940814.2,1781435.8,651278.2,496919.9,747551.7,744930.6
IND,2005-04-01,3757269.5,2239463.4,343277.4,986009.8,705404.0,729488.5
IRL,2005-04-01,261940.0,103694.8,42301.2,75939.4,191167.2,172507.1
ITA,2005-04-01,2929126.8,1711498.9,568134.5,615394.1,675308.9,650660.1
JPN,2005-04-01,5162548.3,2872317.4,913606.7,1413161.5,631507.3,663251.8
KOR,2005-04-01,1528554.2,841636.2,198030.5,502204.3,394156.9,396482.9
MEX,2005-04-01,2084782.0,1409444.2,229275.2,450365.4,527959.0,607001.1
USA,2005-04-01,16776382.5,11152064.7,2579333.2,3542803.0,1466769.3,2136635.4
CAN,2005-07-01,1524451.9,780623.7,323620.7,373337.7,500145.9,461514.4
DEU,2005-07-01,4126577.0,2291554.9,775642.6,790020.0,1320582.3,1091124.1
FRA,2005-07-01,3065000.5,1604416.0,724931.1,668784.1,798204.3,754378.9
GBR,2005-07-01,2965331.4,1801294.6,653849.9,492126.3,756042.6,753213.3
IND,2005-07-01,3809548.7,2258255.1,428820.9,1022709.1,709777.8,727355.2
IRL,2005-07-01,259895.6,107076.9,43122.9,80843.4,190733.5,184599.4
ITA,2005-07-01,2944691.8,1721592.4,570715.0,622223.3,683145.1,651571.7
JPN,2005-07-01,5215031.8,2899679.7,911985.8,1442275.1,651423.6,682156.1
KOR,2005-07-01,1550012.7,851851.8,202447.9,502159.4,405593.2,405365.9
MEX,2005-07-01,2106411.6,1429555.0,233335.7,452595.7,530929.7,612507.8
USA,2005-07-01,16907878.2,11244592.5,2590182.9,3593975.9,1466501.6,2148633.7
CAN,2005-10-01,1539592.1,788138.7,327226.4,381298.8,511834.0,472235.4
DEU,2005-10-01,4142194.9,2290565.2,775751.5,812943.3,1340654.8,1132392.0
FRA,2005-10-01,3086315.5,1619219.6,725503.7,672428.8,817704.7,777150.0
GBR,2005-10-01,2993196.0,1812201.5,657459.2,489633.5,785787.0,772511.0
IND,2005-10-01,3905850.6,2320793.6,456098.3,1062195.3,800436.2,788569.3
IRL,2005-10-01,268669.9,107703.8,43900.7,79226.6,198448.1,184944.0
ITA,2005-10-01,2958422.2,1725526.6,564583.0,625277.6,698543.1,665079.4
JPN,2005-10-01,5224721.4,2900735.9,916089.7,1424453.9,674252.1,682752.8
KOR,2005-10-01,1567798.0,860884.8,204182.2,505118.4,420842.0,406802.2
MEX,2005-10-01,2145428.0,1445778.2,236438.9,474471.8,564747.6,655082.8
USA,2005-10-01,17001804.2,11265318.7,2590937.1,3608976.7,1511911.1,2217883.1
CAN,2006-01-01,1552092.1,799181.1,328536.2,388317.5,505003.5,476525.7
DEU,2006-01-01,4188436.7,2310729.4,780538.7,801767.7,1384044.1,1159633.3
FRA,2006-01-01,3112141.6,1633864.4,730118.6,679572.3,833493.4,783136.3
GBR,2006-01-01,3008047.8,1803034.2,663640.1,495246.7,878129.7,857652.9
IND,2006-01-01,4003714.5,2366009.0,530079.1,1099114.3,867170.3,827127.4
IRL,2006-01-01,271389.9,108330.6,43731.0,82599.8,200543.9,188963.4
ITA,2006-01-01,2966158.4,1733154.7,564645.0,627153.9,720070.5,692848.2
JPN,2006-01-01,5232500.0,2910441.5,913452.7,1425657.4,689761.3,694809.7
KOR,2006-01-01,1592720.8,869366.6,209685.3,505276.1,432644.4,433587.2
MEX,2006-01-01,2187378.8,1471193.6,238954.0,487211.3,583213.5,664966.3
USA,2006-01-01,17230543.7,11388162.1,2615681.2,3680415.5,1573228.5,2263526.7
CAN,2006-04-01,1552868.2,806278.1,332041.5,391763.8,503098.5,489113.7
DEU,2006-04-01,4259691.6,2321615.1,780212.2,857823.7,1426674.1,1177295.9
FRA,2006-04-01,3149793.1,1648630.4,732659.3,694517.8,846416.6,798654.4
GBR,2006-04-01,3018623.9,1799963.7,660317.3,497372.1,905528.9,876694.5
IND,2006-04-01,4061223.1,2404818.5,482112.9,1110162.9,893139.6,903790.6
IRL,2006-04-01,273809.5,110988.1,44801.0,80154.2,201341.9,194224.9
ITA,2006-04-01,2977132.5,1732064.1,565756.5,631680.9,732552.0,696662.3
JPN,2006-04-01,5240271.5,2907129.7,917745.4,1428426.5,700964.8,704139.6
KOR,2006-04-01,1604216.0,880682.3,212922.5,513906.8,449301.6,437052.6
MEX,2006-04-01,2206506.0,1487754.1,238985.1,501344.6,593981.9,671858.1
USA,2006-04-01,17275128.3,11447203.7,2608447.0,3669592.7,1602414.2,2286067.7
CAN,2006-07-01,1557239.5,814808.5,333119.1,391686.5,502844.4,488376.8
DEU,2006-07-01,4292879.2,2321615.1,785652.4,858865.6,1465672.0,1198920.5
FRA,2006-07-01,3153085.2,1654282.5,732752.2,698509.4,827084.7,796143.7
GBR,2006-07-01,3027105.7,1811848.1,667873.2,514539.7,798408.2,784194.1
IND,2006-07-01,4195365.2,2488807.8,368598.3,1139675.2,949822.4,956668.3
IRL,2006-07-01,276520.9,111773.3,45290.1,80509.4,209454.9,190496.5
ITA,2006-07-01,2986502.8,1735281.6,563355.7,629387.7,728684.8,705395.0
JPN,2006-07-01,5229916.2,2884751.3,918260.8,1415385.1,714037.6,703779.5
KOR,2006-07-01,1629358.3,890718.0,217095.8,525909.8,462210.8,469113.9
MEX,2006-07-01,2212037.0,1494268.0,236914.6,506570.7,581445.0,668066.0
USA,2006-07-01,17301033.3,11520714.0,2612408.8,3642135.6,1600353.6,2308909.2
CAN,2006-10-01,1563440.9,823018.7,335207.9,393858.2,506662.7,488218.9
DEU,2006-10-01,4355349.5,2345613.0,787937.2,882830.1,1549785.2,1237382.3
FRA,2006-10-01,3170140.7,1659973.8,736649.1,708491.4,849950.5,815746.9
GBR,2006-10-01,3043286.1,1814482.3,668535.2,512640.3,793796.3,783249.8
IND,2006-10-01,4267160.0,2504932.4,435809.9,1220757.4,896728.7,929348.8
IRL,2006-10-01,278371.5,113948.5,45607.8,82699.7,208639.1,198168.3
ITA,2006-10-01,3028704.2,1745508.5,572098.5,652229.7,769347.7,733595.9
JPN,2006-10-01,5301413.7,2928899.4,917733.4,1435585.0,722751.3,703194.1
KOR,2006-10-01,1642890.2,903922.4,220178.2,538254.8,456837.1,445442.7
MEX,2006-10-01,2219849.8,1496918.5,235605.6,508893.8,575801.1,665441.6
USA,2006-10-01,17449727.0,11630611.2,2634533.3,3625397.9,1661053.3,2305941.8
CAN,2007-01-01,1573418.9,829454.4,336550.9,399543.7,511762.7,498822.7
DEU,2007-01-01,4361085.2,2311966.5,794438.2,883559.4,1539075.9,1249145.7
FRA,2007-01-01,3204039.5,1674382.0,741205.2,723129.8,851395.7,820575.4
GBR,2007-01-01,3071301.5,1833512.7,673443.0,519067.5,800722.0,803722.8
IND,2007-01-01,4386358.7,2564449.3,538130.7,1275611.0,970614.6,942731.0
IRL,2007-01-01,292058.7,116977.2,47182.3,85960.0,220574.5,203681.5
ITA,2007-01-01,3022379.3,1751646.2,568681.1,645629.5,772145.1,741232.2
JPN,2007-01-01,5335665.2,2930580.5,922999.4,1432929.5,740128.8,709750.5
KOR,2007-01-01,1672013.9,915348.6,224301.4,540663.4,485327.5,480223.2
MEX,2007-01-01,2235299.8,1501234.8,238097.4,509986.4,579463.1,682042.7
USA,2007-01-01,17502222.0,11702344.7,2829311.9,3626115.4,1693961.1,2339509.0
CAN,2007-04-01,1588613.8,841865.2,338125.1,402503.3,519581.4,506757.6
DEU,2007-04-01,4389879.1,2328047.4,797702.2,875536.6,1577500.0,1255583.7
FRA,2007-04-01,3224478.4,1691487.2,745435.2,730446.4,864169.3,839772.8
GBR,2007-04-01,3093283.4,1852140.1,672787.4,531865.5,829691.7,800628.8
IND,2007-04-01,4496901.4,2617730.2,480309.3,1315688.4,917220.1,920835.1
IRL,2007-04-01,289218.4,117882.1,47843.3,83908.7,221504.9,209651.5
ITA,2007-04-01,3031122.7,1762044.5,568300.9,644215.6,777799.5,736897.5
JPN,2007-04-01,5337471.0,2946941.0,931433.7,1412233.7,757565.2,721081.9
KOR,2007-04-01,1700318.1,930325.9,227095.3,541679.6,502779.5,503869.0
MEX,2007-04-01,2250178.4,1508804.9,241628.0,521203.1,591163.9,701457.0
USA,2007-04-01,17609294.0,11733052.6,2847419.6,3652583.4,1719619.3,2351946.3
CAN,2007-07-01,1594566.0,849696.2,342841.6,404166.9,509998.7,519057.4
DEU,2007-07-01,4411840.7,2325820.9,797158.1,878245.6,1606939.7,1283151.7
FRA,2007-07-01,3233964.6,1703823.9,748236.2,737151.3,868788.9,852302.3
GBR,2007-07-01,3115706.2,1888538.7,678605.5,510695.8,832199.1,827310.0
IND,2007-07-01,4577597.3,2689983.7,413966.2,1358442.4,949901.0,968108.2
IRL,2007-07-01,282671.6,119106.8,48208.9,79186.4,221994.9,215105.0
ITA,2007-07-01,3032137.5,1757496.6,566548.5,645262.6,784206.7,745337.9
JPN,2007-07-01,5308619.7,2917979.3,929966.7,1377695.5,776398.8,714473.7
KOR,2007-07-01,1720452.2,940737.3,228611.2,535938.8,509397.6,494464.1
MEX,2007-07-01,2258352.0,1499802.4,243565.3,548773.8,618886.7,717169.5
USA,2007-07-01,17710728.0,11811323.1,2861693.8,3637313.2,1773370.3,2365118.2
CAN,2007-10-01,1596661.8,865399.0,342958.2,409003.3,498129.3,529928.6
DEU,2007-10-01,4444539.0,2323099.4,803577.1,895645.8,1621468.2,1283812.0
FRA,2007-10-01,3235523.5,1708861.4,749173.5,739169.0,865350.2,849665.3
GBR,2007-10-01,3134305.8,1885910.0,672838.3,547043.2,860566.8,824065.3
IND,2007-10-01,4732177.4,2764845.8,453788.7,1409492.4,1017587.4,1040251.7
IRL,2007-10-01,293341.9,120205.6,48074.6,77026.2,229245.3,213470.9
ITA,2007-10-01,3025744.8,1755223.0,570689.0,636331.3,779932.0,739424.8
JPN,2007-10-01,5332591.8,2923095.1,937373.0,1358195.2,799143.0,723440.0
KOR,2007-10-01,1754329.5,950376.1,233759.3,569023.6,538255.6,511793.6
MEX,2007-10-01,2263748.8,1511021.6,244831.9,562533.2,602935.3,720701.6
USA,2007-10-01,17821993.3,11857868.5,2881429.5,3616903.2,1814074.1,2342779.0
CAN,2008-01-01,1597859.9,872733.1,346028.7,418361.6,490889.5,530617.8
DEU,2008-01-01,4471628.0,2329284.4,817422.2,907497.4,1636041.0,1292272.5
FRA,2008-01-01,3263420.9,1703452.8,749114.6,755068.0,897770.3,861138.0
GBR,2008-01-01,3149076.4,1895287.2,683309.6,521436.1,860001.4,827716.9
IND,2008-01-01,4760849.8,2822892.8,651227.6,1431598.8,1045470.5,1183797.9
IRL,2008-01-01,285078.9,121904.3,48242.0,86098.1,215700.3,212385.0
ITA,2008-01-01,3056777.3,1754582.8,573573.1,643762.0,792137.2,737789.5
JPN,2008-01-01,5352004.4,2936956.2,938054.4,1364499.9,819190.7,733810.0
KOR,2008-01-01,1767556.5,959829.2,233777.1,552655.3,548051.6,529173.3
MEX,2008-01-01,2264593.1,1524559.6,243628.1,573440.7,597237.4,729523.3
USA,2008-01-01,17745935.4,11841609.4,2892024.6,3569362.9,1842995.1,2351563.6
CAN,2008-04-01,1603681.9,874524.9,353580.8,415760.9,495382.2,534453.3
DEU,2008-04-01,4455522.3,2320130.4,833416.0,890618.6,1629159.7,1278735.7
FRA,2008-04-01,3240857.6,1702172.7,750265.4,745761.3,874598.6,852502.0
GBR,2008-04-01,3132333.3,1873456.8,679280.3,527281.0,860121.8,822638.8
IND,2008-04-01,4810546.5,2870162.6,471452.1,1488982.0,1175441.1,1234334.4
IRL,2008-04-01,279043.7,119004.5,48280.6,71193.7,215483.9,205211.7
ITA,2008-04-01,3028201.9,1745592.7,582600.0,635176.8,772438.7,728452.7
JPN,2008-04-01,5319592.1,2902488.5,925555.9,1349295.7,802635.9,713225.9
KOR,2008-04-01,1773990.4,958938.9,236414.8,545245.3,548617.8,527115.8
MEX,2008-04-01,2279681.1,1541791.5,248844.3,582765.3,583293.1,740991.3
USA,2008-04-01,17851599.7,11874240.6,2909082.4,3558587.1,1897118.1,2329314.3
CAN,2008-07-01,1616860.0,875343.8,353452.6,412182.2,491402.8,520118.1
DEU,2008-07-01,4431119.2,2321614.9,828193.6,890410.2,1613294.3,1302507.8
FRA,2008-07-01,3233601.5,1703990.2,754848.7,739573.0,861527.1,855834.5
GBR,2008-07-01,3084186.7,1842564.1,691521.2,499785.9,863445.9,807911.9
IND,2008-07-01,4852409.8,2889692.4,421181.7,1481007.0,1217128.6,1417819.2
IRL,2008-07-01,278076.4,119489.7,48374.8,70642.0,215584.5,201943.0
ITA,2008-07-01,2983153.1,1731395.4,573995.1,618125.2,744300.4,700714.2
JPN,2008-07-01,5253644.5,2893662.8,925443.7,1339512.1,803226.6,715340.4
KOR,2008-07-01,1785764.8,958729.5,239820.8,549631.3,557812.9,542795.9
MEX,2008-07-01,2282136.6,1533481.4,249742.9,576074.2,573542.0,762985.3
USA,2008-07-01,17757832.8,11782722.6,2933825.4,3490669.1,1888657.3,2299917.9
CAN,2008-10-01,1598099.5,865097.7,358576.1,395180.8,468921.6,488126.9
DEU,2008-10-01,4362790.4,2308750.1,835048.0,878011.5,1522498.7,1259090.9
FRA,2008-10-01,3194270.5,1699590.5,760613.9,718903.8,827340.9,828839.7
GBR,2008-10-01,3018113.4,1798340.1,699089.8,491527.1,830141.9,765227.9
IND,2008-10-01,4858357.5,2949542.8,682736.1,1440099.0,1107263.5,1297321.5
IRL,2008-10-01,264979.3,118872.0,48563.5,63690.7,217982.8,205285.1
ITA,2008-10-01,2914687.9,1720175.3,575553.9,586678.3,695834.8,667126.6
JPN,2008-10-01,5124503.1,2849237.5,929595.3,1308865.4,702096.5,728005.4
KOR,2008-10-01,1725516.4,924357.9,246844.1,529387.2,541564.2,458041.3
MEX,2008-10-01,2245595.2,1472410.7,252550.7,553487.5,582153.8,686138.3
USA,2008-10-01,17369109.1,11676684.6,2963886.5,3303088.9,1777594.7,2216750.0
CAN,2009-01-01,1562037.1,862201.5,358611.1,355365.4,428548.2,440932.5
DEU,2009-01-01,4157689.4,2327614.6,846172.7,806664.8,1346004.8,1181506.0
FRA,2009-01-01,3131696.9,1696455.9,766685.0,686889.5,773222.0,779515.2
GBR,2009-01-01,2956710.3,1791552.9,694513.0,462415.3,776762.1,734975.4
IND,2009-01-01,4768665.6,2971728.8,631358.3,1298566.1,1004049.0,1097725.1
IRL,2009-01-01,262737.3,115470.3,48894.3,62366.1,226584.0,209817.6
ITA,2009-01-01,2843393.0,1714276.1,572588.1,563332.8,617457.7,620410.2
JPN,2009-01-01,4876768.7,2835311.0,933063.5,1246550.0,523125.9,611130.8
KOR,2009-01-01,1730066.9,920258.9,251024.2,530306.5,531760.5,428668.7
MEX,2009-01-01,2106817.2,1401740.3,253135.5,497902.6,533038.0,585180.0
USA,2009-01-01,17171991.5,11647032.5,3009913.5,3093817.1,1635668.9,2006042.1
CAN,2009-04-01,1545187.5,868788.6,361424.3,353676.9,411254.2,433999.2
DEU,2009-04-01,4168914.7,2336026.4,852265.7,808436.0,1334726.1,1121745.5
FRA,2009-04-01,3136903.4,1707150.1,773692.8,669620.4,772012.3,766117.7
GBR,2009-04-01,2947213.3,1790282.8,692768.8,442771.8,768799.9,736733.4
IND,2009-04-01,5045422.6,3055039.4,542157.5,1456161.1,1055998.4,1127207.8
IRL,2009-04-01,262457.6,114628.0,46329.3,59662.9,223169.1,202062.6
ITA,2009-04-01,2826765.9,1708592.0,575376.1,558969.6,603349.1,598231.8
JPN,2009-04-01,4973182.2,2860708.9,945946.3,1222433.1,570592.2,583995.5
KOR,2009-04-01,1753455.0,952474.1,255015.2,540447.3,528591.7,464684.5
MEX,2009-04-01,2072564.2,1383303.7,255805.0,497482.6,484968.6,567192.7
USA,2009-04-01,17141313.6,11589777.1,3052226.8,3019033.8,1646431.9,1924575.9
CAN,2009-07-01,1552098.2,877102.6,363340.1,364761.9,422301.5,461558.6
DEU,2009-07-01,4193805.3,2328356.9,858141.3,807706.7,1376400.4,1160375.1
FRA,2009-07-01,3142341.9,1708540.5,777932.1,665320.6,775964.7,760949.8
GBR,2009-07-01,2949470.1,1800300.5,698281.4,445767.8,765182.7,756618.7
IND,2009-07-01,5174276.9,3138879.9,527862.8,1530759.9,1064169.7,1184408.6
IRL,2009-07-01,260665.9,113813.9,45907.7,57096.3,222606.5,193986.3
ITA,2009-07-01,2833841.7,1712049.9,587006.8,544335.8,619936.3,611113.8
JPN,2009-07-01,4971029.4,2881634.0,955619.1,1184543.8,625599.7,615361.5
KOR,2009-07-01,1806947.0,963244.3,257176.4,555931.6,550541.2,504869.7
MEX,2009-07-01,2147204.7,1415671.0,257147.2,504855.8,521398.3,629161.9
USA,2009-07-01,17201512.6,11667715.8,3059708.1,3030182.5,1707285.0,2003983.4
CAN,2009-10-01,1570132.0,882570.6,366321.9,381953.4,432402.6,479481.1
DEU,2009-10-01,4226504.4,2330583.4,857053.1,799788.0,1415971.9,1150305.1
FRA,2009-10-01,3167836.2,1723322.0,781904.6,669244.6,784119.9,793158.1
GBR,2009-10-01,2958120.1,1814427.1,703564.8,438300.5,800905.2,769040.2
IND,2009-10-01,5284319.7,3177666.8,730682.7,1542946.5,1071989.4,1298575.9
IRL,2009-10-01,255547.0,114038.9,46264.1,57859.0,228364.9,203966.5
ITA,2009-10-01,2840916.3,1715600.8,578206.4,558278.1,633569.3,629197.3
JPN,2009-10-01,5032733.1,2900254.1,957791.3,1176375.4,670632.3,628715.4
KOR,2009-10-01,1820182.7,973699.2,257291.7,568814.8,572512.4,523011.4
MEX,2009-10-01,2193619.8,1443699.5,257694.1,510233.2,565334.4,666662.7
USA,2009-10-01,17387446.1,11654861.7,3074028.7,3035392.4,1801322.7,2101518.8
CAN,2010-01-01,1589154.7,892407.2,369604.0,395428.6,438424.5,500631.5
DEU,2010-01-01,4256882.9,2316667.3,867035.5,807969.7,1459360.5,1225830.6
FRA,2010-01-01,3175269.4,1727784.1,781578.5,671983.3,810780.5,799794.8
GBR,2010-01-01,2985422.0,1805668.4,694162.9,461516.5,800277.1,783124.2
IND,2010-01-01,5421721.4,3172275.8,712319.5,1616419.6,1100697.5,1329193.0
IRL,2010-01-01,261447.9,114337.7,45588.9,48098.0,231808.5,194555.0
ITA,2010-01-01,2854296.2,1722353.4,579416.6,549902.3,653567.6,656261.3
JPN,2010-01-01,5084578.3,2910675.4,949603.3,1190947.9,710572.8,647277.9
KOR,2010-01-01,1862828.7,981853.4,264463.0,587410.3,566656.8,535349.6
MEX,2010-01-01,2202422.4,1448168.8,257692.5,522057.5,602361.8,693380.8
USA,2010-01-01,17471688.4,11722406.5,3068286.7,3024526.7,1841882.1,2154366.8
CAN,2010-04-01,1597476.1,900078.9,369183.5,403847.2,452798.6,514734.1
DEU,2010-04-01,4349614.6,2338191.5,860072.3,860792.4,1562590.2,1314639.7
FRA,2010-04-01,3190955.4,1732969.8,782612.2,677586.3,837182.6,831047.9
GBR,2010-04-01,3017521.7,1849047.5,696747.3,454659.6,826723.5,807937.0
IND,2010-04-01,5551981.8,3313814.2,590745.2,1631549.1,1149489.5,1399377.5
IRL,2010-04-01,261287.4,114807.9,44434.6,49959.2,240219.9,203704.7
ITA,2010-04-01,2872563.7,1721269.1,579509.6,562659.0,681267.5,674874.9
JPN,2010-04-01,5146817.1,2932322.1,966976.4,1186227.0,744737.1,679483.4
KOR,2010-04-01,1892926.6,989876.5,267634.6,578612.2,625337.3,557256.2
MEX,2010-04-01,2228334.7,1476128.6,261077.1,532104.6,637576.6,713769.0
USA,2010-04-01,17640742.1,11827528.9,3065929.2,3121726.5,1882408.4,2252638.9
CAN,2010-07-01,1608659.2,907329.1,370490.6,408429.5,452715.5,524426.6
DEU,2010-07-01,4391587.9,2349571.9,869755.6,867877.1,1586485.9,1311008.1
FRA,2010-07-01,3212217.3,1745967.4,785783.7,688098.6,847095.9,857278.5
GBR,2010-07-01,3035187.2,1849859.3,697052.9,472330.3,835429.0,834040.6
IND,2010-07-01,5716097.3,3413989.5,571929.4,1694016.8,1183316.0,1397508.4
IRL,2010-07-01,263179.8,115438.2,43998.9,46675.9,245660.2,206948.7
ITA,2010-07-01,2880330.4,1734487.0,578357.0,552837.6,699216.2,690930.8
JPN,2010-07-01,5239431.8,2976198.0,970956.2,1194217.9,764887.2,692657.5
KOR,2010-07-01,1912173.3,999795.0,271384.0,577209.7,623526.7,571227.9
MEX,2010-07-01,2248120.0,1480240.1,263125.3,529953.8,676246.9,723343.8
USA,2010-07-01,17776767.2,11911912.4,3039806.2,3133822.5,1936185.5,2331378.0
CAN,2010-10-01,1626705.1,916015.4,373057.3,415628.5,463690.7,526495.0
DEU,2010-10-01,4420383.7,2360952.3,871931.6,858083.6,1617263.6,1327185.2
FRA,2010-10-01,3232164.4,1760316.7,787301.6,691314.6,861085.6,864171.0
GBR,2010-10-01,3037171.3,1847114.6,701317.8,485071.7,852431.8,841213.2
IND,2010-10-01,5848771.8,3413388.4,750333.9,1766116.8,1359758.1,1421763.2
IRL,2010-10-01,263402.3,114377.8,44983.9,50975.7,244693.7,211591.3
ITA,2010-10-01,2905503.6,1742850.2,565380.7,556685.2,713841.7,722658.5
JPN,2010-10-01,5197401.7,2926481.5,976023.5,1193462.5,768133.6,696171.5
KOR,2010-10-01,1939164.7,1008613.3,274726.8,598493.6,653289.0,599685.6
MEX,2010-10-01,2266429.3,1502807.8,262650.5,550370.2,672988.8,739260.3
USA,2010-10-01,17870114.8,11984922.6,3022378.3,3173237.8,1989189.4,2339949.0
CAN,2011-01-01,1639094.0,918016.6,373357.6,420043.9,464510.2,538131.7
