country,date,Y,C,G,I,EX,IM
DEU,2018-04-01,5065460.8,2607928.0,1007824.1,1051779.3,2091338.9,1720608.6
FRA,2018-04-01,3530303.2,1882262.0,875714.1,761882.5,1115725.2,1140113.4
GBR,2018-04-01,3526005.6,2157500.0,746837.8,609534.8,1058297.4,1073639.6
IND,2018-04-01,9569775.6,5784624.0,1172750.4,2689994.1,1924248.4,2047017.1
IRL,2018-04-01,440208.2,132373.8,53095.2,95914.4,525653.7,371987.5
ITA,2018-04-01,2886238.4,1709051.9,549255.9,514171.3,862699.5,770900.8
JPN,2018-04-01,5634324.1,3051010.0,1074981.1,1419533.2,963536.7,891004.6
KOR,2018-04-01,2437896.3,1211131.6,370856.5,763018.8,872031.8,812851.1
MEX,2018-04-01,2683093.4,1780050.7,308626.8,629135.0,1024353.9,1047442.7
USA,2018-04-01,21230717.9,14263584.7,2959005.4,4520158.9,2479343.5,2987881.8
CAN,2018-07-01,1916808.0,1107230.9,410832.3,439974.6,588482.2,643536.6
DEU,2018-07-01,5028857.0,2605453.8,1006409.7,1063345.4,2071075.5,1760227.3
FRA,2018-07-01,3548181.8,1886363.3,876379.5,769324.3,1123512.2,1131251.2
GBR,2018-07-01,3536900.8,2173968.0,751058.2,609410.4,1072400.0,1079059.2
IND,2018-07-01,9703428.9,5895797.3,1205259.2,2795923.4,1967762.6,2181739.3
IRL,2018-07-01,444341.1,132593.3,53971.1,106166.0,538195.4,390160.9
ITA,2018-07-01,2886123.3,1709843.3,547085.4,510507.2,872502.6,766281.4
JPN,2018-07-01,5606191.1,3052754.6,1074932.5,1395159.8,949585.0,886381.3
KOR,2018-07-01,2450576.4,1217016.2,378334.0,748795.7,891911.3,797827.4
MEX,2018-07-01,2694033.1,1786849.8,306564.9,622446.0,1029299.8,1055294.4
USA,2018-07-01,21363133.4,14329323.3,2982990.0,4535611.9,2448395.0,3029892.4
CAN,2018-10-01,1921323.4,1107389.3,413677.8,434188.8,586771.8,635772.7
DEU,2018-10-01,5060580.2,2636132.4,1013917.0,1072723.3,2073178.1,1771617.6
FRA,2018-10-01,3576407.2,1889610.9,881680.2,780959.2,1141843.3,1136161.0
GBR,2018-10-01,3541704.4,2197212.2,760211.8,608590.8,1063197.2,1119241.8
IND,2018-10-01,9846333.5,5963533.0,1003024.0,2852701.3,2051096.3,2213025.4
IRL,2018-10-01,449701.9,133448.0,52959.6,203890.5,559814.5,500457.6
ITA,2018-10-01,2894709.8,1711824.7,546447.0,509782.8,875870.0,781220.7
JPN,2018-10-01,5593015.3,3048267.7,1082421.2,1410222.0,952250.7,928631.7
KOR,2018-10-01,2464507.2,1226097.4,387386.3,753740.8,886628.7,807176.8
MEX,2018-10-01,2689406.8,1785783.4,305044.8,609763.3,1033169.7,1082938.9
USA,2018-10-01,21393393.0,14374090.8,2995995.3,4537516.0,2458567.5,3061550.2
CAN,2019-01-01,1925947.3,1113379.2,411846.2,442100.1,586462.3,652704.8
DEU,2019-01-01,5088886.9,2642070.2,1026564.8,1076343.1,2136978.2,1799268.2
FRA,2019-01-01,3606076.5,1907303.7,884166.0,786109.2,1160656.3,1166065.9
GBR,2019-01-01,3567550.1,2197714.7,771084.2,627165.9,1051214.6,1198321.2
IND,2019-01-01,9949407.1,6087948.5,963546.3,2791087.6,2009513.9,2087098.3
IRL,2019-01-01,455474.3,135225.3,55255.5,101186.6,563278.4,397918.6
ITA,2019-01-01,2900948.7,1711409.1,546681.1,515711.7,875722.0,760437.3
JPN,2019-01-01,5606245.7,3038511.6,1085739.5,1422549.7,940092.1,894016.4
KOR,2019-01-01,2465935.8,1233797.8,390922.1,739068.2,837839.2,773280.8
MEX,2019-01-01,2689684.0,1793185.3,303863.0,612675.4,1034570.4,1057825.5
USA,2019-01-01,21526955.9,14396859.7,3024659.2,4571306.8,2481621.7,3059674.5
CAN,2019-04-01,1947031.9,1116098.0,411557.5,441065.4,610020.6,649461.2
DEU,2019-04-01,5092303.6,2649739.9,1029393.7,1080823.5,2104289.6,1782099.2
FRA,2019-04-01,3627286.5,1920964.5,886644.9,797537.5,1156114.1,1166331.4
GBR,2019-04-01,3578671.6,2201950.4,784572.8,622067.0,1038127.5,1087005.3
IND,2019-04-01,10082201.7,6201574.7,1149976.5,2902440.5,1976860.1,2235172.5
IRL,2019-04-01,462383.7,136439.0,56112.2,305163.8,578904.4,627338.3
ITA,2019-04-01,2908959.6,1715282.0,546125.0,522971.7,883004.7,765736.1
JPN,2019-04-01,5631091.9,3045350.9,1095157.0,1423629.5,944617.1,906752.5
KOR,2019-04-01,2498716.2,1236251.7,396455.5,749778.7,870091.6,803134.7
MEX,2019-04-01,2682719.1,1794660.6,301000.0,600637.6,1059164.5,1049264.2
USA,2019-04-01,21706737.3,14519681.0,3077197.5,4640930.4,2469051.8,3076613.8
CAN,2019-07-01,1952476.2,1121437.9,414907.8,450496.5,604773.0,645569.3
DEU,2019-07-01,5105968.7,2663594.6,1045714.3,1079677.4,2127419.9,1808347.8
FRA,2019-07-01,3628948.1,1921197.1,887674.5,806061.5,1144588.3,1159366.2
GBR,2019-07-01,3604047.3,2196665.4,782472.1,627131.9,1099527.0,1103003.0
IND,2019-07-01,10147627.5,6233136.5,1272961.8,2797259.6,1928520.8,2133453.0
IRL,2019-07-01,468243.5,135398.2,57326.9,114469.8,593824.8,442113.8
ITA,2019-07-01,2898194.3,1708557.2,546080.8,517039.6,883537.3,764672.6
JPN,2019-07-01,5641583.7,3072880.5,1102301.1,1447444.2,948902.8,925882.8
KOR,2019-07-01,2504086.7,1247161.4,404027.6,746446.9,887899.0,799894.1
MEX,2019-07-01,2681682.8,1804938.0,299552.3,589853.6,1057205.3,1053663.6
USA,2019-07-01,21960706.6,14684508.4,3109231.9,4693847.6,2469573.2,3063223.3
CAN,2019-10-01,1958050.8,1129481.0,418627.3,447012.0,592198.2,637534.6
DEU,2019-10-01,5104016.9,2672748.6,1045931.9,1076655.7,2114230.0,1820069.0
FRA,2019-10-01,3610020.8,1918554.8,885290.9,806052.9,1129627.8,1138194.9
GBR,2019-10-01,3604058.9,2186470.9,785737.7,620026.4,1142227.7,1068034.1
IND,2019-10-01,10165510.1,6298995.0,1052108.4,2812446.7,1946003.4,2056173.4
IRL,2019-10-01,478202.4,136285.5,56343.7,435919.5,618039.7,782453.7
ITA,2019-10-01,2887415.7,1701611.7,544003.2,514774.8,880232.5,753440.5
JPN,2019-10-01,5478125.1,2968212.8,1105854.8,1370568.4,930663.6,905784.2
KOR,2019-10-01,2529257.4,1260058.1,411078.8,762986.4,898921.0,797881.9
MEX,2019-10-01,2663012.5,1813390.8,302082.9,584197.7,996091.6,1039647.6
USA,2019-10-01,22110451.8,14780832.6,3138604.7,4684934.1,2484609.7,3005823.8
CAN,2020-01-01,1919870.1,1106059.7,418126.2,439869.8,581864.7,638269.8
DEU,2020-01-01,4991640.5,2551335.4,1065706.2,1052013.6,2062808.0,1788785.7
FRA,2020-01-01,3425601.1,1818368.4,855957.4,755200.1,1045197.1,1074482.5
GBR,2020-01-01,3508276.2,2127446.7,762248.8,600422.5,1044137.1,1028805.8
IND,2020-01-01,10186129.2,6224851.4,1041085.0,2745193.1,1832042.4,2032527.7
IRL,2020-01-01,495596.9,128125.3,57981.8,388355.0,666631.1,761760.3
ITA,2020-01-01,2719469.9,1575540.2,551229.6,472621.5,812293.7,708642.2
JPN,2020-01-01,5507822.1,2992668.4,1105718.8,1398727.9,895157.4,871452.8
KOR,2020-01-01,2496721.0,1183949.2,418621.5,769418.4,884289.5,777540.5
MEX,2020-01-01,2632299.3,1771370.4,301737.6,560796.7,1046952.5,1014387.7
USA,2020-01-01,21802576.7,14530398.4,3159577.9,4677186.1,2378249.8,2896890.3
CAN,2020-04-01,1708685.5,949682.6,403069.5,382541.4,486754.1,491859.1
DEU,2020-04-01,4547526.7,2281653.8,1065053.5,996792.5,1629257.0,1472166.1
FRA,2020-04-01,3004113.3,1631385.5,767393.2,660415.3,807239.1,896711.1
GBR,2020-04-01,2794982.0,1631517.0,627547.5,487479.7,907518.1,775032.4
IND,2020-04-01,7865705.0,4816209.7,1251028.3,1678077.2,1512736.5,1334447.8
IRL,2020-04-01,462954.4,110294.9,62423.7,91592.3,611217.2,415464.8
ITA,2020-04-01,2384221.0,1403737.3,540566.2,402502.6,597460.7,570001.2
JPN,2020-04-01,5088822.1,2747466.4,1112476.5,1354793.4,738171.7,866068.0
KOR,2020-04-01,2428306.7,1184510.6,421456.5,764909.4,764442.8,738080.1
MEX,2020-04-01,2133807.3,1422441.0,299395.1,405614.3,739354.3,759695.7
USA,2020-04-01,20078218.5,13259985.1,3235962.7,4383708.8,1876040.2,2401742.8
CAN,2020-07-01,1863894.2,1069249.5,425498.1,439785.4,551663.8,597367.2
DEU,2020-07-01,4943324.4,2543665.6,1112926.0,1035134.8,1917143.9,1629485.5
FRA,2020-07-01,3474147.5,1913743.6,882411.4,773026.8,951033.9,1034379.3
GBR,2020-07-01,3264201.4,1951036.6,743037.6,565708.7,907900.3,908951.1
IND,2020-07-01,9641208.8,5777547.6,940018.7,2749446.7,1855577.0,1778336.1
IRL,2020-07-01,518124.2,125177.7,63658.7,127162.6,658911.6,446931.6
ITA,2020-07-01,2727738.9,1600093.4,549045.8,518848.9,780691.8,665004.8
JPN,2020-07-01,5363688.0,2895429.5,1132952.3,1342293.4,809771.2,800849.0
KOR,2020-07-01,2481944.3,1194484.5,424414.4,770516.6,875129.7,775240.4
MEX,2020-07-01,2463584.0,1599904.6,298555.7,485396.8,1026267.0,893180.9
USA,2020-07-01,21650388.2,14454073.2,3175846.0,4613331.2,2110656.1,2803796.7
CAN,2020-10-01,1898905.3,1075046.4,431225.0,451431.8,558218.3,614315.0
DEU,2020-10-01,4999448.7,2504821.6,1108356.3,1067225.6,2003739.5,1688913.5
FRA,2020-10-01,3469646.9,1803503.1,883995.1,809555.1,1016296.0,1043156.7
GBR,2020-10-01,3308814.9,1918840.6,778894.7,601163.0,960808.8,1035667.0
IND,2020-10-01,10294964.7,6401173.2,1004367.3,2962103.4,1829437.4,1974056.9
IRL,2020-10-01,503099.3,122932.7,64815.1,189366.0,739944.0,623360.1
ITA,2020-10-01,2726065.6,1533014.9,549457.0,525650.2,824417.2,705338.0
JPN,2020-10-01,5455971.9,2949071.6,1143004.5,1356555.6,877976.5,847596.6
KOR,2020-10-01,2521014.4,1183312.6,421562.6,776893.6,912730.3,779840.1
MEX,2020-10-01,2571274.0,1692443.9,297956.6,523377.6,1034477.5,1017661.8
USA,2020-10-01,21885235.5,14658172.4,3152025.4,4765247.8,2239609.9,3006936.2
CAN,2021-01-01,1931254.5,1079411.6,437470.0,466910.8,573262.6,631168.2
DEU,2021-01-01,4943816.9,2405489.2,1102589.7,1040552.8,2067969.3,1747516.3
FRA,2021-01-01,3482485.7,1808196.5,884007.3,814029.2,1028464.2,1065051.8
GBR,2021-01-01,3274429.4,1851168.1,783382.4,585024.3,935796.7,955728.7
IND,2021-01-01,10434903.9,6643454.5,1285954.2,3068878.8,1951198.4,2302947.1
IRL,2021-01-01,553886.3,116298.1,65500.6,95499.3,714906.8,441703.6
ITA,2021-01-01,2775983.7,1518190.1,557984.8,553985.2,838525.2,731790.4
JPN,2021-01-01,5472099.7,2903336.2,1141242.6,1371096.7,917510.2,866898.7
KOR,2021-01-01,2559909.5,1195046.4,429774.7,807685.1,940571.5,819626.9
MEX,2021-01-01,2590159.1,1723036.3,297682.9,536120.8,1002828.2,1043565.5
USA,2021-01-01,22187292.5,14993587.7,3219680.6,4838234.6,2241463.9,3067476.2
CAN,2021-04-01,1928991.1,1078820.4,442458.1,474089.4,553883.3,629084.2
DEU,2021-04-01,5069730.5,2478720.2,1134903.7,1063058.0,2081350.6,1758906.8
FRA,2021-04-01,3527502.3,1854546.9,890896.8,830512.2,1034807.7,1081994.8
GBR,2021-04-01,3511954.3,2067665.8,845077.3,613893.1,1000447.1,971239.2
IND,2021-04-01,9680888.0,5745423.5,1148965.0,2790905.3,2220113.3,1936699.1
IRL,2021-04-01,571887.6,133998.1,66686.9,102566.2,761228.0,484601.8
ITA,2021-04-01,2841115.6,1621386.8,558389.6,578310.0,842294.4,749533.4
JPN,2021-04-01,5507652.1,2915818.4,1166717.2,1385523.2,941544.6,909667.0
KOR,2021-04-01,2594310.5,1230850.9,443892.6,811912.0,944508.5,853818.6
MEX,2021-04-01,2614510.8,1757428.3,300278.7,541066.7,1020234.0,1052582.8
USA,2021-04-01,22535642.9,15496375.3,3189892.5,4879191.6,2259301.0,3129256.2
CAN,2021-07-01,1967850.8,1135810.2,444533.5,458225.8,553001.7,622732.5
DEU,2021-07-01,5071682.8,2599452.4,1133706.9,1027841.5,2061469.8,1771782.8
FRA,2021-07-01,3627532.4,1942606.7,914587.9,824590.0,1065565.6,1086539.3
GBR,2021-07-01,3570584.3,2127993.4,846528.6,611530.2,951553.6,1010135.9
IND,2021-07-01,10597512.1,6583175.4,985908.2,3140476.1,2322473.1,2255671.5
IRL,2021-07-01,585028.0,138892.3,65664.9,99988.2,773014.3,503843.6
ITA,2021-07-01,2913048.8,1662210.3,560633.5,597205.7,870984.9,775835.2
JPN,2021-07-01,5483686.1,2883734.4,1174577.4,1366309.8,935011.8,891002.9
KOR,2021-07-01,2595187.8,1236891.7,451268.9,793603.8,942440.4,838179.6
MEX,2021-07-01,2589031.5,1765838.4,295375.0,550016.1,1028196.9,1076967.1
USA,2021-07-01,22727838.0,15616953.2,3182312.0,4849391.7,2264369.7,3194088.6
CAN,2021-10-01,2003083.3,1147551.1,447814.7,465399.9,570489.5,654553.6
DEU,2021-10-01,5102917.3,2621471.2,1129246.1,1038469.1,2148256.5,1883870.8
FRA,2021-10-01,3649054.0,1939516.0,923739.9,817729.4,1114353.9,1139145.5
GBR,2021-10-01,3623569.4,2133328.1,853498.9,615278.0,1055973.1,1029142.3
IND,2021-10-01,10801416.3,7029963.1,997471.9,3107409.2,2341133.3,2368699.0
IRL,2021-10-01,580056.7,139755.6,67173.8,194858.6,796736.9,625445.9
ITA,2021-10-01,2957275.8,1667615.4,563967.4,603049.2,891529.2,816678.4
JPN,2021-10-01,5547272.5,2970076.3,1163316.5,1362162.8,928412.9,894549.2
KOR,2021-10-01,2636552.3,1260907.9,456167.6,801578.7,979911.8,871888.0
MEX,2021-10-01,2621127.9,1795036.4,298759.8,554547.0,1075467.0,1107630.3
USA,2021-10-01,23137657.1,15787133.0,3183201.0,4874646.0,2396721.7,3348389.7
CAN,2022-01-01,2020166.4,1153399.0,452756.2,475020.3,567194.6,655846.8
DEU,2022-01-01,5112191.5,2656728.9,1136290.7,1047768.1,2137121.7,1872150.2
FRA,2022-01-01,3642883.6,1921445.2,926947.8,819073.0,1136900.5,1160984.6
GBR,2022-01-01,3650006.8,2160018.3,852512.3,638997.2,1003106.4,1130909.8
IND,2022-01-01,10861955.3,7040019.5,1349839.4,3252182.4,2381268.0,2461449.2
IRL,2022-01-01,603029.3,140560.8,67071.3,110301.7,819630.6,541857.2
ITA,2022-01-01,2981619.7,1678247.8,565542.0,622239.7,927332.9,858478.0
JPN,2022-01-01,5511499.5,2932860.2,1169745.5,1351893.5,963186.1,932980.8
KOR,2022-01-01,2649292.3,1247798.5,456825.0,789680.3,1009312.8,859987.7
MEX,2022-01-01,2660208.2,1821181.4,302068.9,574197.6,1109936.2,1118953.1
USA,2022-01-01,23078088.1,15825237.0,3152217.5,4955586.5,2368560.7,3455160.6
CAN,2022-04-01,2039106.6,1176342.4,453292.3,462419.1,588897.4,696758.9
DEU,2022-04-01,5111215.5,2663656.5,1137813.9,1040266.2,2140180.3,1908467.5
FRA,2022-04-01,3659112.7,1947918.3,922305.7,815948.8,1126317.2,1167193.1
GBR,2022-04-01,3662242.1,2201624.6,825140.4,638663.6,1073656.4,1137740.9
IND,2022-04-01,10957511.9,6880511.9,1206569.0,3240043.8,2574947.7,2402849.3
IRL,2022-04-01,618729.7,145879.1,68802.0,127001.4,855980.1,592410.4
ITA,2022-04-01,3022097.8,1711747.5,565573.0,629911.5,957577.2,874307.4
JPN,2022-04-01,5576324.1,2990792.7,1181106.7,1355900.6,974476.6,946477.4
KOR,2022-04-01,2670422.3,1284050.1,460938.5,792515.8,996941.3,871601.0
MEX,2022-04-01,2690418.3,1840307.2,304704.2,582399.4,1140608.8,1153812.4
USA,2022-04-01,23094284.2,15926218.7,3139689.0,4973763.4,2440295.2,3505289.4
CAN,2022-07-01,2051448.6,1176996.8,458851.5,454585.0,593789.4,697891.6
DEU,2022-07-01,5141473.9,2697552.0,1116054.2,1044121.4,2172676.7,1943298.9
FRA,2022-07-01,3677745.6,1960028.8,925813.7,825583.9,1163917.9,1221337.9
GBR,2022-07-01,3666413.4,2205871.4,837884.2,640353.8,1176620.6,1102746.8
IND,2022-07-01,11188174.9,7149658.3,975394.5,3299366.1,2515890.1,2571678.3
IRL,2022-07-01,635059.1,149783.3,69694.3,138292.1,897443.1,634253.1
ITA,2022-07-01,3029840.4,1720754.1,562218.9,629101.1,959423.2,888562.2
JPN,2022-07-01,5554101.1,2991672.6,1175429.6,1377942.9,992137.7,989927.5
KOR,2022-07-01,2680824.1,1300363.9,462074.4,814458.5,993753.8,907442.2
MEX,2022-07-01,2707723.8,1847181.9,305338.6,579165.2,1167267.7,1192317.9
USA,2022-07-01,23249756.8,15986606.0,3157412.5,4952406.0,2524266.7,3456591.4
CAN,2022-10-01,2048509.0,1177576.8,463223.8,449380.0,594650.9,678336.5
DEU,2022-10-01,5115119.7,2653760.0,1116163.0,1035681.7,2176691.1,1949406.8
FRA,2022-10-01,3681696.9,1954218.0,932340.7,829775.2,1171240.8,1219259.6
GBR,2022-10-01,3678405.1,2219302.1,834325.9,631908.6,1186032.8,1109798.9
IND,2022-10-01,11349871.7,7146152.3,1021982.0,3341234.2,2532045.0,2436927.3
IRL,2022-10-01,632589.4,150629.2,70257.9,137783.4,886792.7,623294.6
ITA,2022-10-01,3025338.7,1698452.4,566005.1,630874.3,963241.0,869401.5
JPN,2022-10-01,5570173.3,2996275.5,1184088.3,1369271.6,1000345.8,988183.7
KOR,2022-10-01,2668705.8,1299115.2,473331.2,812654.2,956528.9,885000.3
MEX,2022-10-01,2742309.7,1873574.2,304004.1,607747.6,1103827.6,1185095.9
USA,2022-10-01,23442224.8,16035170.9,3188093.9,4953929.9,2517039.2,3416852.1
CAN,2023-01-01,2068310.4,1188809.6,463488.2,451071.2,612985.9,673968.1
DEU,2023-01-01,5122562.1,2643802.0,1117903.7,1041698.6,2180180.3,1929597.4
FRA,2023-01-01,3679133.7,1957451.8,929415.7,827253.0,1152956.5,1195214.6
GBR,2023-01-01,3680632.9,2210477.2,829010.7,650223.6,1105337.7,1107634.1
IND,2023-01-01,11637715.7,7194372.8,1470793.3,3448319.1,2598345.1,2415926.6
IRL,2023-01-01,601373.5,151022.0,70715.7,114783.4,850148.2,587522.1
ITA,2023-01-01,3044466.6,1719533.8,565208.0,683408.3,951146.0,871462.5
JPN,2023-01-01,5636115.8,3028377.7,1184907.7,1395862.5,983506.5,970095.3
KOR,2023-01-01,2680436.3,1306009.2,475291.3,811121.9,996756.6,919506.9
MEX,2023-01-01,2762076.1,1887156.8,307113.7,640717.2,1099739.3,1220337.5
USA,2023-01-01,23604455.3,16230034.5,3227063.7,4996253.1,2529278.2,3409913.6
CAN,2023-04-01,2072586.2,1191416.7,464735.3,457445.9,614994.8,685392.1
DEU,2023-04-01,5114753.5,2673738.3,1115836.6,1039198.1,2171386.8,1938676.7
FRA,2023-04-01,3705695.6,1958417.4,930588.5,831474.4,1189632.5,1216393.4
GBR,2023-04-01,3682176.1,2218915.5,849641.4,640642.1,1108300.6,1121155.5
IND,2023-04-01,11974309.1,7337191.5,1270335.3,3519166.4,2406265.8,2836396.0
IRL,2023-04-01,595080.5,153264.1,72040.0,114779.7,805758.0,588174.3
ITA,2023-04-01,3035225.3,1711688.1,566538.4,678785.7,948306.8,876702.5
JPN,2023-04-01,5671483.1,3007188.5,1167717.4,1382029.1,1006898.5,930432.5
KOR,2023-04-01,2695217.8,1302471.5,465285.0,814869.9,1007801.7,902805.8
MEX,2023-04-01,2784973.2,1910752.4,309100.1,673388.6,1066029.7,1220867.1
USA,2023-04-01,23747728.2,16270138.2,3233130.5,5106826.3,2498373.8,3382981.3
CAN,2023-07-01,2069720.3,1193984.1,471128.2,454465.1,609520.7,687674.0
DEU,2023-07-01,5124514.8,2671511.6,1129218.8,1035655.7,2155711.7,1912264.3
FRA,2023-07-01,3711067.8,1968539.0,935502.4,830517.4,1181004.6,1206666.6
GBR,2023-07-01,3680046.9,2201851.0,862754.4,630625.4,1096386.1,1093354.2
IND,2023-07-01,12219619.9,7402022.2,1171839.1,3645795.9,2636406.0,2939308.9
IRL,2023-07-01,582651.3,152765.8,73480.6,111558.8,805740.4,585428.1
ITA,2023-07-01,3035641.5,1707992.3,569136.6,688921.6,958646.3,853784.6
JPN,2023-07-01,5616864.0,2990544.8,1173237.6,1372306.3,1013677.7,934435.4
KOR,2023-07-01,2715521.7,1304104.1,466782.6,818666.6,1027453.5,905445.0
MEX,2023-07-01,2799976.9,1939412.8,310060.4,699700.1,1014479.6,1190538.1
USA,2023-07-01,24002190.5,16372863.3,3269951.0,5153625.0,2528286.5,3421675.5
CAN,2023-10-01,2073347.6,1197880.1,468742.6,448427.8,623212.8,691165.8
DEU,2023-10-01,5105480.8,2662852.5,1137052.3,1021381.5,2136404.5,1873305.8
FRA,2023-10-01,3729101.1,1972906.3,940251.8,824734.9,1187678.3,1184788.3
GBR,2023-10-01,3672412.2,2203104.6,861156.7,636481.7,1110839.5,1103882.0
IND,2023-10-01,12438672.7,7542976.1,1045441.0,3658907.9,2608780.6,2712603.2
IRL,2023-10-01,569673.0,155025.7,74891.3,186625.8,790580.2,661653.5
ITA,2023-10-01,3041743.1,1696088.9,572787.4,693039.3,969973.4,844497.1
JPN,2023-10-01,5618063.9,2987899.2,1172667.5,1382447.9,1042596.8,963312.8
KOR,2023-10-01,2727877.8,1309195.8,469231.2,810234.0,1067183.0,920339.4
MEX,2023-10-01,2810214.6,1957564.0,311234.9,717708.1,1016320.0,1191172.5
USA,2023-10-01,24191489.2,16513785.4,3279170.5,5218771.9,2566513.6,3457172.9
CAN,2024-01-01,2082766.5,1208606.5,475087.2,448434.9,625153.8,691805.5
DEU,2024-01-01,5117559.4,2669223.3,1138058.9,1024819.1,2169189.7,1893899.8
FRA,2024-01-01,3731857.6,1975299.2,946732.2,819012.4,1187041.1,1182744.0
GBR,2024-01-01,3705683.8,2218153.4,867420.4,641326.1,1112661.2,1099391.6
IND,2024-01-01,12648761.2,7666003.2,1567655.9,3675697.4,2794182.2,2690373.4
IRL,2024-01-01,578759.3,156158.0,74104.1,109690.1,855358.8,619460.5
ITA,2024-01-01,3052106.7,1713310.1,571538.0,692438.9,968534.8,843884.1
JPN,2024-01-01,5588967.7,2974179.3,1175219.0,1368111.6,999498.6,936603.4
KOR,2024-01-01,2763343.2,1318467.0,473143.1,819323.5,1086838.2,916423.6
MEX,2024-01-01,2809319.9,1965896.3,312468.2,709833.2,1026125.9,1214648.5
USA,2024-01-01,24289416.9,16592789.4,3294966.0,5290409.3,2578718.6,3509044.9
CAN,2024-04-01,2097043.7,1211536.6,479710.4,452006.5,614109.0,686310.4
DEU,2024-04-01,5102430.6,2665264.8,1159601.6,1004502.0,2173777.9,1917175.3
FRA,2024-04-01,3741530.8,1975317.1,950868.6,819617.2,1196835.5,1185654.0
GBR,2024-04-01,3722647.3,2217203.5,876071.1,648313.0,1092753.1,1159725.8
IND,2024-04-01,12794465.5,7865330.7,1263727.1,3759374.8,2608335.0,2816275.0
IRL,2024-04-01,576716.9,156181.9,75740.2,40066.2,954037.9,648375.0
ITA,2024-04-01,3054418.9,1708392.8,574339.2,687752.5,951814.7,845224.7
JPN,2024-04-01,5633803.1,2996813.7,1186505.8,1395526.8,1016032.6,964841.0
KOR,2024-04-01,2757052.6,1315238.5,476019.1,807804.7,1099696.3,930828.9
MEX,2024-04-01,2817392.4,1973742.8,314592.3,704717.3,1041531.5,1220912.2
USA,2024-04-01,24468910.7,16708312.1,3312432.7,5329801.6,2585359.5,3573612.4
CAN,2024-07-01,2108551.4,1223889.4,486048.7,451098.7,612899.5,684183.1
DEU,2024-07-01,5107798.8,2671450.0,1176900.9,999396.6,2132676.6,1928400.3
FRA,2024-07-01,3756805.3,1987313.3,956122.5,813589.4,1187661.0,1181965.4
GBR,2024-07-01,3722676.4,2226895.5,878961.1,654774.1,1092114.5,1126881.5
IND,2024-07-01,12970835.0,7871155.4,1216534.0,3838577.2,2703924.6,2864557.7
IRL,2024-07-01,600123.2,155884.9,76580.3,126475.9,892073.6,662699.8
ITA,2024-07-01,3054787.7,1719377.6,576147.3,676832.2,948764.2,854999.3
JPN,2024-07-01,5653806.5,3018774.8,1188190.3,1392479.9,1031072.5,983792.6
KOR,2024-07-01,2759798.3,1321996.5,479058.1,809486.5,1097359.6,945910.9
MEX,2024-07-01,2843177.3,1995092.5,315021.0,710387.4,1104018.7,1238895.1
USA,2024-07-01,24654754.6,16860846.2,3349370.9,5368658.1,2645334.2,3665949.6
CAN,2024-10-01,2122188.7,1240487.2,487746.6,461836.4,623974.4,693301.0
DEU,2024-10-01,5097550.2,2673676.6,1181796.9,1003668.4,2084884.5,1938965.1
FRA,2024-10-01,3752999.5,1992799.8,960059.9,812403.4,1192174.9,1186130.2
GBR,2024-10-01,3726226.9,2228756.6,883353.3,650721.0,1071986.5,1159037.7
IND,2024-10-01,13183178.3,8048058.2,1131994.2,3867706.5,2879028.5,2683122.5
IRL,2024-10-01,621805.1,158111.9,76944.2,115604.7,936827.6,649842.2
ITA,2024-10-01,3058928.9,1722741.8,577189.2,687706.9,947135.2,851761.5
JPN,2024-10-01,5685249.7,3019732.3,1192953.7,1395443.7,1041559.3,962723.9
KOR,2024-10-01,2761625.7,1325159.4,482440.0,796442.2,1105866.4,947051.6
MEX,2024-10-01,2825213.5,1966980.1,314718.3,699365.0,1144131.3,1253890.4
USA,2024-10-01,24804425.0,17028435.1,3373352.2,5364654.6,2644303.5,3648546.5
